שנה,שם יישוב,סמל היישוב,אזור סטטיסטי,קבוצת אוכלוסיה,מין,סה''כ
2015,רמלה,"8,500",41,מעורבים,"סה""כ","6,839"
2015,רמלה,"8,500",41,מעורבים,נקבה,"3,378"
2015,רמלה,"8,500",41,מעורבים,זכר,"3,462"
2019,רמלה,"8,500",42,מעורבים,זכר,"2,588"
2019,רמלה,"8,500",42,מעורבים,"סה""כ","5,142"
2019,רמלה,"8,500",42,מעורבים,נקבה,"2,553"
2018,רמלה,"8,500",42,מעורבים,"סה""כ","5,111"
2018,רמלה,"8,500",42,מעורבים,זכר,"2,599"
2018,רמלה,"8,500",42,מעורבים,נקבה,"2,511"
2017,רמלה,"8,500",42,מעורבים,נקבה,"2,489"
2017,רמלה,"8,500",42,מעורבים,זכר,"2,584"
2017,רמלה,"8,500",42,מעורבים,"סה""כ","5,073"
2016,רמלה,"8,500",42,מעורבים,זכר,"2,586"
2016,רמלה,"8,500",42,מעורבים,"סה""כ","5,063"
2016,רמלה,"8,500",42,מעורבים,נקבה,"2,477"
2015,רמלה,"8,500",42,מעורבים,נקבה,"2,479"
2015,רמלה,"8,500",42,מעורבים,זכר,"2,563"
2015,רמלה,"8,500",42,מעורבים,"סה""כ","5,043"
2019,רמלה,"8,500",43,מעורבים,"סה""כ","4,352"
2019,רמלה,"8,500",43,מעורבים,נקבה,"2,204"
2019,רמלה,"8,500",43,מעורבים,זכר,"2,148"
2018,רמלה,"8,500",43,מעורבים,"סה""כ","4,346"
2018,רמלה,"8,500",43,מעורבים,זכר,"2,143"
2018,רמלה,"8,500",43,מעורבים,נקבה,"2,204"
2017,רמלה,"8,500",43,מעורבים,זכר,"2,178"
2017,רמלה,"8,500",43,מעורבים,"סה""כ","4,389"
2017,רמלה,"8,500",43,מעורבים,נקבה,"2,211"
2016,רמלה,"8,500",43,מעורבים,נקבה,"2,230"
2016,רמלה,"8,500",43,מעורבים,זכר,"2,176"
2016,רמלה,"8,500",43,מעורבים,"סה""כ","4,406"
2015,רמלה,"8,500",43,מעורבים,נקבה,"2,261"
2015,רמלה,"8,500",43,מעורבים,זכר,"2,233"
2015,רמלה,"8,500",43,מעורבים,"סה""כ","4,495"
2019,רמלה,"8,500",44,מעורבים,זכר,"1,520"
2019,רמלה,"8,500",44,מעורבים,"סה""כ","3,067"
2019,רמלה,"8,500",44,מעורבים,נקבה,"1,547"
2018,רמלה,"8,500",44,מעורבים,"סה""כ","3,035"
2018,רמלה,"8,500",44,מעורבים,זכר,"1,502"
2018,רמלה,"8,500",44,מעורבים,נקבה,"1,533"
2017,רמלה,"8,500",44,מעורבים,זכר,"1,475"
2017,רמלה,"8,500",44,מעורבים,"סה""כ","2,976"
2017,רמלה,"8,500",44,מעורבים,נקבה,"1,501"
2016,רמלה,"8,500",44,מעורבים,זכר,"1,484"
2016,רמלה,"8,500",44,מעורבים,"סה""כ","2,996"
2016,רמלה,"8,500",44,מעורבים,נקבה,"1,512"
2015,רמלה,"8,500",44,מעורבים,נקבה,"1,479"
2015,רמלה,"8,500",44,מעורבים,זכר,"1,467"
2015,רמלה,"8,500",44,מעורבים,"סה""כ","2,946"
2019,רמלה,"8,500",45,מעורבים,"סה""כ","3,672"
2019,רמלה,"8,500",45,מעורבים,נקבה,"1,814"
2019,רמלה,"8,500",45,מעורבים,זכר,"1,858"
2018,רמלה,"8,500",45,מעורבים,"סה""כ","3,597"
2018,רמלה,"8,500",45,מעורבים,זכר,"1,824"
2018,רמלה,"8,500",45,מעורבים,נקבה,"1,773"
2017,רמלה,"8,500",45,מעורבים,"סה""כ","3,567"
2017,רמלה,"8,500",45,מעורבים,נקבה,"1,767"
2017,רמלה,"8,500",45,מעורבים,זכר,"1,799"
2016,רמלה,"8,500",45,מעורבים,נקבה,"1,753"
2016,רמלה,"8,500",45,מעורבים,זכר,"1,788"
2016,רמלה,"8,500",45,מעורבים,"סה""כ","3,541"
2015,רמלה,"8,500",45,מעורבים,נקבה,"1,717"
2015,רמלה,"8,500",45,מעורבים,זכר,"1,753"
2015,רמלה,"8,500",45,מעורבים,"סה""כ","3,470"
2019,רמת גן,"8,600","סה""כ",יהודים,"סה""כ","163,480"
2019,רמת גן,"8,600","סה""כ",יהודים,זכר,"78,436"
2019,רמת גן,"8,600","סה""כ",יהודים,נקבה,"85,044"
2018,רמת גן,"8,600","סה""כ",יהודים,"סה""כ","159,160"
2018,רמת גן,"8,600","סה""כ",יהודים,זכר,"76,230"
2018,רמת גן,"8,600","סה""כ",יהודים,נקבה,"82,930"
2017,רמת גן,"8,600","סה""כ",יהודים,זכר,"74,747"
2017,רמת גן,"8,600","סה""כ",יהודים,נקבה,"81,530"
2017,רמת גן,"8,600","סה""כ",יהודים,"סה""כ","156,277"
2016,רמת גן,"8,600","סה""כ",יהודים,"סה""כ","153,674"
2016,רמת גן,"8,600","סה""כ",יהודים,נקבה,"80,209"
2016,רמת גן,"8,600","סה""כ",יהודים,זכר,"73,465"
2015,רמת גן,"8,600","סה""כ",יהודים,נקבה,"79,678"
2015,רמת גן,"8,600","סה""כ",יהודים,זכר,"72,918"
2015,רמת גן,"8,600","סה""כ",יהודים,"סה""כ","152,596"
2019,רמת גן,"8,600",112,יהודים,"סה""כ","4,807"
2019,רמת גן,"8,600",112,יהודים,זכר,"2,295"
2019,רמת גן,"8,600",112,יהודים,נקבה,"2,512"
2018,רמת גן,"8,600",112,יהודים,זכר,"2,284"
2018,רמת גן,"8,600",112,יהודים,"סה""כ","4,812"
2018,רמת גן,"8,600",112,יהודים,נקבה,"2,528"
2017,רמת גן,"8,600",112,יהודים,נקבה,"2,477"
2017,רמת גן,"8,600",112,יהודים,זכר,"2,253"
2017,רמת גן,"8,600",112,יהודים,"סה""כ","4,729"
2016,רמת גן,"8,600",112,יהודים,נקבה,"2,458"
2016,רמת גן,"8,600",112,יהודים,זכר,"2,256"
2016,רמת גן,"8,600",112,יהודים,"סה""כ","4,713"
2015,רמת גן,"8,600",112,יהודים,זכר,"2,177"
2015,רמת גן,"8,600",112,יהודים,"סה""כ","4,606"
2015,רמת גן,"8,600",112,יהודים,נקבה,"2,430"
2019,רמת גן,"8,600",113,יהודים,זכר,"1,704"
2019,רמת גן,"8,600",113,יהודים,נקבה,"1,848"
2019,רמת גן,"8,600",113,יהודים,"סה""כ","3,551"
2018,רמת גן,"8,600",113,יהודים,זכר,"1,728"
2018,רמת גן,"8,600",113,יהודים,"סה""כ","3,583"
2018,רמת גן,"8,600",113,יהודים,נקבה,"1,855"
2017,רמת גן,"8,600",113,יהודים,"סה""כ","3,567"
2017,רמת גן,"8,600",113,יהודים,זכר,"1,714"
2017,רמת גן,"8,600",113,יהודים,נקבה,"1,853"
2016,רמת גן,"8,600",113,יהודים,נקבה,"1,799"
2016,רמת גן,"8,600",113,יהודים,זכר,"1,642"
2016,רמת גן,"8,600",113,יהודים,"סה""כ","3,441"
2015,רמת גן,"8,600",113,יהודים,נקבה,"1,777"
2015,רמת גן,"8,600",113,יהודים,זכר,"1,668"
2015,רמת גן,"8,600",113,יהודים,"סה""כ","3,445"
2019,רמת גן,"8,600",114,יהודים,"סה""כ","4,793"
2019,רמת גן,"8,600",114,יהודים,זכר,"2,353"
2019,רמת גן,"8,600",114,יהודים,נקבה,"2,440"
2018,רמת גן,"8,600",114,יהודים,זכר,"2,353"
2018,רמת גן,"8,600",114,יהודים,"סה""כ","4,781"
2018,רמת גן,"8,600",114,יהודים,נקבה,"2,428"
2017,רמת גן,"8,600",114,יהודים,נקבה,"2,373"
2017,רמת גן,"8,600",114,יהודים,"סה""כ","4,676"
2017,רמת גן,"8,600",114,יהודים,זכר,"2,303"
2016,רמת גן,"8,600",114,יהודים,"סה""כ","4,645"
2016,רמת גן,"8,600",114,יהודים,נקבה,"2,357"
2016,רמת גן,"8,600",114,יהודים,זכר,"2,288"
2015,רמת גן,"8,600",114,יהודים,נקבה,"2,461"
2015,רמת גן,"8,600",114,יהודים,זכר,"2,325"
2015,רמת גן,"8,600",114,יהודים,"סה""כ","4,787"
2019,רמת גן,"8,600",115,יהודים,"סה""כ","2,806"
2019,רמת גן,"8,600",115,יהודים,זכר,"1,314"
2019,רמת גן,"8,600",115,יהודים,נקבה,"1,492"
2018,רמת גן,"8,600",115,יהודים,נקבה,"1,443"
2018,רמת גן,"8,600",115,יהודים,זכר,"1,306"
2018,רמת גן,"8,600",115,יהודים,"סה""כ","2,749"
2017,רמת גן,"8,600",115,יהודים,"סה""כ","2,709"
2017,רמת גן,"8,600",115,יהודים,זכר,"1,274"
2017,רמת גן,"8,600",115,יהודים,נקבה,"1,435"
2016,רמת גן,"8,600",115,יהודים,נקבה,"1,447"
2016,רמת גן,"8,600",115,יהודים,זכר,"1,290"
2016,רמת גן,"8,600",115,יהודים,"סה""כ","2,736"
2015,רמת גן,"8,600",115,יהודים,זכר,"1,267"
2015,רמת גן,"8,600",115,יהודים,"סה""כ","2,692"
2015,רמת גן,"8,600",115,יהודים,נקבה,"1,425"
2019,רמת גן,"8,600",116,יהודים,נקבה,"2,016"
2019,רמת גן,"8,600",116,יהודים,זכר,"1,961"
2019,רמת גן,"8,600",116,יהודים,"סה""כ","3,976"
2018,רמת גן,"8,600",116,יהודים,נקבה,"1,980"
2018,רמת גן,"8,600",116,יהודים,זכר,"1,890"
2018,רמת גן,"8,600",116,יהודים,"סה""כ","3,870"
2017,רמת גן,"8,600",116,יהודים,"סה""כ","3,813"
2017,רמת גן,"8,600",116,יהודים,זכר,"1,834"
2017,רמת גן,"8,600",116,יהודים,נקבה,"1,978"
2016,רמת גן,"8,600",116,יהודים,נקבה,"1,971"
2016,רמת גן,"8,600",116,יהודים,זכר,"1,820"
2016,רמת גן,"8,600",116,יהודים,"סה""כ","3,792"
2015,רמת גן,"8,600",116,יהודים,נקבה,"1,967"
2015,רמת גן,"8,600",116,יהודים,זכר,"1,825"
2015,רמת גן,"8,600",116,יהודים,"סה""כ","3,791"
2019,רמת גן,"8,600",121,יהודים,נקבה,"1,955"
2019,רמת גן,"8,600",121,יהודים,זכר,"1,705"
2019,רמת גן,"8,600",121,יהודים,"סה""כ","3,661"
2018,רמת גן,"8,600",121,יהודים,זכר,"1,681"
2018,רמת גן,"8,600",121,יהודים,"סה""כ","3,608"
2018,רמת גן,"8,600",121,יהודים,נקבה,"1,927"
2017,רמת גן,"8,600",121,יהודים,נקבה,"1,896"
2017,רמת גן,"8,600",121,יהודים,זכר,"1,670"
2017,רמת גן,"8,600",121,יהודים,"סה""כ","3,566"
2016,רמת גן,"8,600",121,יהודים,נקבה,"1,826"
2016,רמת גן,"8,600",121,יהודים,זכר,"1,643"
2016,רמת גן,"8,600",121,יהודים,"סה""כ","3,469"
2015,רמת גן,"8,600",121,יהודים,נקבה,"1,791"
2015,רמת גן,"8,600",121,יהודים,זכר,"1,598"
2015,רמת גן,"8,600",121,יהודים,"סה""כ","3,389"
2019,רמת גן,"8,600",122,יהודים,נקבה,"1,063"
2019,רמת גן,"8,600",122,יהודים,זכר,"1,026"
2019,רמת גן,"8,600",122,יהודים,"סה""כ","2,089"
2018,רמת גן,"8,600",122,יהודים,"סה""כ","1,802"
2018,רמת גן,"8,600",122,יהודים,זכר,879
2018,רמת גן,"8,600",122,יהודים,נקבה,924
2017,רמת גן,"8,600",122,יהודים,זכר,762
2017,רמת גן,"8,600",122,יהודים,"סה""כ","1,610"
2017,רמת גן,"8,600",122,יהודים,נקבה,848
2016,רמת גן,"8,600",122,יהודים,זכר,745
2016,רמת גן,"8,600",122,יהודים,נקבה,838
2016,רמת גן,"8,600",122,יהודים,"סה""כ","1,583"
2015,רמת גן,"8,600",122,יהודים,נקבה,876
2015,רמת גן,"8,600",122,יהודים,זכר,781
2015,רמת גן,"8,600",122,יהודים,"סה""כ","1,658"
2019,רמת גן,"8,600",123,יהודים,נקבה,"1,602"
2019,רמת גן,"8,600",123,יהודים,זכר,"1,577"
2019,רמת גן,"8,600",123,יהודים,"סה""כ","3,179"
2018,רמת גן,"8,600",123,יהודים,זכר,"1,501"
2018,רמת גן,"8,600",123,יהודים,נקבה,"1,511"
2018,רמת גן,"8,600",123,יהודים,"סה""כ","3,012"
2017,רמת גן,"8,600",123,יהודים,נקבה,"1,523"
2017,רמת גן,"8,600",123,יהודים,זכר,"1,465"
2017,רמת גן,"8,600",123,יהודים,"סה""כ","2,988"
2016,רמת גן,"8,600",123,יהודים,נקבה,"1,497"
2016,רמת גן,"8,600",123,יהודים,זכר,"1,421"
2016,רמת גן,"8,600",123,יהודים,"סה""כ","2,917"
2015,רמת גן,"8,600",123,יהודים,נקבה,"1,432"
2015,רמת גן,"8,600",123,יהודים,זכר,"1,378"
2015,רמת גן,"8,600",123,יהודים,"סה""כ","2,810"
2019,רמת גן,"8,600",124,יהודים,נקבה,326
2019,רמת גן,"8,600",124,יהודים,זכר,425
2019,רמת גן,"8,600",124,יהודים,"סה""כ",751
2018,רמת גן,"8,600",124,יהודים,"סה""כ",709
2018,רמת גן,"8,600",124,יהודים,זכר,405
2018,רמת גן,"8,600",124,יהודים,נקבה,304
2017,רמת גן,"8,600",124,יהודים,זכר,383
2017,רמת גן,"8,600",124,יהודים,"סה""כ",666
2017,רמת גן,"8,600",124,יהודים,נקבה,284
2016,רמת גן,"8,600",124,יהודים,נקבה,290
2016,רמת גן,"8,600",124,יהודים,זכר,364
2016,רמת גן,"8,600",124,יהודים,"סה""כ",654
2015,רמת גן,"8,600",124,יהודים,נקבה,259
2015,רמת גן,"8,600",124,יהודים,זכר,350
2015,רמת גן,"8,600",124,יהודים,"סה""כ",609
2019,רמת גן,"8,600",125,יהודים,זכר,"1,296"
2019,רמת גן,"8,600",125,יהודים,"סה""כ","2,613"
2019,רמת גן,"8,600",125,יהודים,נקבה,"1,317"
2018,רמת גן,"8,600",125,יהודים,"סה""כ","2,418"
2018,רמת גן,"8,600",125,יהודים,זכר,"1,193"
2018,רמת גן,"8,600",125,יהודים,נקבה,"1,225"
2017,רמת גן,"8,600",125,יהודים,זכר,"1,143"
2017,רמת גן,"8,600",125,יהודים,"סה""כ","2,298"
2017,רמת גן,"8,600",125,יהודים,נקבה,"1,155"
2016,רמת גן,"8,600",125,יהודים,נקבה,"1,128"
2016,רמת גן,"8,600",125,יהודים,זכר,"1,121"
2016,רמת גן,"8,600",125,יהודים,"סה""כ","2,249"
2015,רמת גן,"8,600",125,יהודים,נקבה,"1,131"
2015,רמת גן,"8,600",125,יהודים,זכר,"1,125"
2015,רמת גן,"8,600",125,יהודים,"סה""כ","2,256"
2019,רמת גן,"8,600",131,יהודים,"סה""כ","2,449"
2019,רמת גן,"8,600",131,יהודים,זכר,"1,191"
2019,רמת גן,"8,600",131,יהודים,נקבה,"1,258"
2018,רמת גן,"8,600",131,יהודים,"סה""כ","2,424"
2018,רמת גן,"8,600",131,יהודים,זכר,"1,178"
2018,רמת גן,"8,600",131,יהודים,נקבה,"1,246"
2017,רמת גן,"8,600",131,יהודים,"סה""כ","2,466"
2017,רמת גן,"8,600",131,יהודים,זכר,"1,200"
2017,רמת גן,"8,600",131,יהודים,נקבה,"1,266"
2016,רמת גן,"8,600",131,יהודים,נקבה,"1,228"
2016,רמת גן,"8,600",131,יהודים,זכר,"1,182"
2016,רמת גן,"8,600",131,יהודים,"סה""כ","2,410"
2015,רמת גן,"8,600",131,יהודים,נקבה,"1,281"
2015,רמת גן,"8,600",131,יהודים,זכר,"1,191"
2015,רמת גן,"8,600",131,יהודים,"סה""כ","2,471"
2019,רמת גן,"8,600",132,יהודים,זכר,"1,731"
2019,רמת גן,"8,600",132,יהודים,נקבה,"1,898"
2019,רמת גן,"8,600",132,יהודים,"סה""כ","3,629"
2018,רמת גן,"8,600",132,יהודים,זכר,"1,680"
2018,רמת גן,"8,600",132,יהודים,נקבה,"1,836"
2018,רמת גן,"8,600",132,יהודים,"סה""כ","3,516"
2017,רמת גן,"8,600",132,יהודים,"סה""כ","3,505"
2017,רמת גן,"8,600",132,יהודים,זכר,"1,655"
2017,רמת גן,"8,600",132,יהודים,נקבה,"1,850"
2016,רמת גן,"8,600",132,יהודים,נקבה,"1,790"
2016,רמת גן,"8,600",132,יהודים,זכר,"1,622"
2016,רמת גן,"8,600",132,יהודים,"סה""כ","3,412"
2015,רמת גן,"8,600",132,יהודים,זכר,"1,636"
2015,רמת גן,"8,600",132,יהודים,"סה""כ","3,439"
2015,רמת גן,"8,600",132,יהודים,נקבה,"1,804"
2019,רמת גן,"8,600",133,יהודים,"סה""כ","5,746"
2019,רמת גן,"8,600",133,יהודים,זכר,"2,746"
2019,רמת גן,"8,600",133,יהודים,נקבה,"3,000"
2018,רמת גן,"8,600",133,יהודים,"סה""כ","5,583"
2018,רמת גן,"8,600",133,יהודים,זכר,"2,656"
2018,רמת גן,"8,600",133,יהודים,נקבה,"2,927"
2017,רמת גן,"8,600",133,יהודים,נקבה,"2,923"
2017,רמת גן,"8,600",133,יהודים,זכר,"2,654"
2017,רמת גן,"8,600",133,יהודים,"סה""כ","5,577"
2016,רמת גן,"8,600",133,יהודים,"סה""כ","5,557"
2016,רמת גן,"8,600",133,יהודים,נקבה,"2,930"
2016,רמת גן,"8,600",133,יהודים,זכר,"2,627"
2015,רמת גן,"8,600",133,יהודים,נקבה,"2,938"
2015,רמת גן,"8,600",133,יהודים,זכר,"2,690"
2015,רמת גן,"8,600",133,יהודים,"סה""כ","5,629"
2019,רמת גן,"8,600",134,יהודים,"סה""כ","3,878"
2019,רמת גן,"8,600",134,יהודים,זכר,"1,837"
2019,רמת גן,"8,600",134,יהודים,נקבה,"2,041"
2018,רמת גן,"8,600",134,יהודים,"סה""כ","3,763"
2018,רמת גן,"8,600",134,יהודים,זכר,"1,754"
2018,רמת גן,"8,600",134,יהודים,נקבה,"2,009"
2017,רמת גן,"8,600",134,יהודים,נקבה,"1,859"
2017,רמת גן,"8,600",134,יהודים,זכר,"1,650"
2017,רמת גן,"8,600",134,יהודים,"סה""כ","3,509"
2016,רמת גן,"8,600",134,יהודים,זכר,"1,610"
2016,רמת גן,"8,600",134,יהודים,"סה""כ","3,465"
2016,רמת גן,"8,600",134,יהודים,נקבה,"1,855"
2015,רמת גן,"8,600",134,יהודים,נקבה,"1,860"
2015,רמת גן,"8,600",134,יהודים,זכר,"1,632"
2015,רמת גן,"8,600",134,יהודים,"סה""כ","3,493"
2019,רמת גן,"8,600",135,יהודים,נקבה,"1,436"
2019,רמת גן,"8,600",135,יהודים,זכר,"1,252"
2019,רמת גן,"8,600",135,יהודים,"סה""כ","2,688"
2018,רמת גן,"8,600",135,יהודים,"סה""כ","2,723"
2018,רמת גן,"8,600",135,יהודים,זכר,"1,254"
2018,רמת גן,"8,600",135,יהודים,נקבה,"1,470"
2017,רמת גן,"8,600",135,יהודים,"סה""כ","2,740"
2017,רמת גן,"8,600",135,יהודים,נקבה,"1,488"
2017,רמת גן,"8,600",135,יהודים,זכר,"1,253"
2016,רמת גן,"8,600",135,יהודים,נקבה,"1,477"
2016,רמת גן,"8,600",135,יהודים,זכר,"1,226"
2016,רמת גן,"8,600",135,יהודים,"סה""כ","2,703"
2015,רמת גן,"8,600",135,יהודים,"סה""כ","2,677"
2015,רמת גן,"8,600",135,יהודים,נקבה,"1,454"
2015,רמת גן,"8,600",135,יהודים,זכר,"1,222"
2019,רמת גן,"8,600",136,יהודים,"סה""כ","4,498"
2019,רמת גן,"8,600",136,יהודים,זכר,"2,151"
2019,רמת גן,"8,600",136,יהודים,נקבה,"2,347"
2018,רמת גן,"8,600",136,יהודים,"סה""כ","4,523"
2018,רמת גן,"8,600",136,יהודים,זכר,"2,157"
2018,רמת גן,"8,600",136,יהודים,נקבה,"2,366"
2017,רמת גן,"8,600",136,יהודים,נקבה,"2,418"
2017,רמת גן,"8,600",136,יהודים,זכר,"2,181"
2017,רמת גן,"8,600",136,יהודים,"סה""כ","4,599"
2016,רמת גן,"8,600",136,יהודים,זכר,"2,214"
2016,רמת גן,"8,600",136,יהודים,"סה""כ","4,652"
2016,רמת גן,"8,600",136,יהודים,נקבה,"2,438"
2015,רמת גן,"8,600",136,יהודים,נקבה,"2,411"
2015,רמת גן,"8,600",136,יהודים,זכר,"2,216"
2015,רמת גן,"8,600",136,יהודים,"סה""כ","4,627"
2019,רמת גן,"8,600",137,יהודים,"סה""כ","2,207"
2019,רמת גן,"8,600",137,יהודים,זכר,997
2019,רמת גן,"8,600",137,יהודים,נקבה,"1,211"
2018,רמת גן,"8,600",137,יהודים,"סה""כ","2,154"
2018,רמת גן,"8,600",137,יהודים,זכר,991
2018,רמת גן,"8,600",137,יהודים,נקבה,"1,163"
2017,רמת גן,"8,600",137,יהודים,נקבה,"1,156"
2017,רמת גן,"8,600",137,יהודים,"סה""כ","2,144"
2017,רמת גן,"8,600",137,יהודים,זכר,988
2016,רמת גן,"8,600",137,יהודים,נקבה,"1,128"
2016,רמת גן,"8,600",137,יהודים,זכר,970
2016,רמת גן,"8,600",137,יהודים,"סה""כ","2,098"
2015,רמת גן,"8,600",137,יהודים,נקבה,"1,125"
2015,רמת גן,"8,600",137,יהודים,זכר,937
2015,רמת גן,"8,600",137,יהודים,"סה""כ","2,061"
2019,רמת גן,"8,600",138,יהודים,"סה""כ","4,316"
2019,רמת גן,"8,600",138,יהודים,זכר,"2,065"
2019,רמת גן,"8,600",138,יהודים,נקבה,"2,250"
2018,רמת גן,"8,600",138,יהודים,"סה""כ","4,351"
2018,רמת גן,"8,600",138,יהודים,זכר,"2,096"
2018,רמת גן,"8,600",138,יהודים,נקבה,"2,255"
2017,רמת גן,"8,600",138,יהודים,"סה""כ","4,351"
2017,רמת גן,"8,600",138,יהודים,זכר,"2,099"
2017,רמת גן,"8,600",138,יהודים,נקבה,"2,252"
2016,רמת גן,"8,600",138,יהודים,נקבה,"2,253"
2016,רמת גן,"8,600",138,יהודים,זכר,"2,088"
2016,רמת גן,"8,600",138,יהודים,"סה""כ","4,341"
2015,רמת גן,"8,600",138,יהודים,"סה""כ","4,376"
2015,רמת גן,"8,600",138,יהודים,נקבה,"2,263"
2015,רמת גן,"8,600",138,יהודים,זכר,"2,113"
2019,רמת גן,"8,600",211,יהודים,"סה""כ","2,821"
2019,רמת גן,"8,600",211,יהודים,זכר,"1,337"
2019,רמת גן,"8,600",211,יהודים,נקבה,"1,484"
2018,רמת גן,"8,600",211,יהודים,"סה""כ","2,677"
2018,רמת גן,"8,600",211,יהודים,זכר,"1,261"
2018,רמת גן,"8,600",211,יהודים,נקבה,"1,416"
2017,רמת גן,"8,600",211,יהודים,"סה""כ","2,548"
2017,רמת גן,"8,600",211,יהודים,זכר,"1,171"
2017,רמת גן,"8,600",211,יהודים,נקבה,"1,377"
2016,רמת גן,"8,600",211,יהודים,נקבה,"1,317"
2016,רמת גן,"8,600",211,יהודים,זכר,"1,125"
2016,רמת גן,"8,600",211,יהודים,"סה""כ","2,441"
2015,רמת גן,"8,600",211,יהודים,זכר,"1,132"
2015,רמת גן,"8,600",211,יהודים,"סה""כ","2,427"
2015,רמת גן,"8,600",211,יהודים,נקבה,"1,295"
2019,רמת גן,"8,600",212,יהודים,זכר,"1,626"
2019,רמת גן,"8,600",212,יהודים,"סה""כ","3,493"
2019,רמת גן,"8,600",212,יהודים,נקבה,"1,867"
2018,רמת גן,"8,600",212,יהודים,זכר,"1,603"
2018,רמת גן,"8,600",212,יהודים,נקבה,"1,842"
2018,רמת גן,"8,600",212,יהודים,"סה""כ","3,444"
2017,רמת גן,"8,600",212,יהודים,נקבה,"1,750"
2017,רמת גן,"8,600",212,יהודים,"סה""כ","3,266"
2017,רמת גן,"8,600",212,יהודים,זכר,"1,517"
2016,רמת גן,"8,600",212,יהודים,נקבה,"1,765"
2016,רמת גן,"8,600",212,יהודים,זכר,"1,505"
2016,רמת גן,"8,600",212,יהודים,"סה""כ","3,270"
2015,רמת גן,"8,600",212,יהודים,נקבה,"1,752"
2015,רמת גן,"8,600",212,יהודים,זכר,"1,484"
2015,רמת גן,"8,600",212,יהודים,"סה""כ","3,236"
2019,רמת גן,"8,600",213,יהודים,"סה""כ","3,302"
2019,רמת גן,"8,600",213,יהודים,נקבה,"1,736"
2019,רמת גן,"8,600",213,יהודים,זכר,"1,566"
2018,רמת גן,"8,600",213,יהודים,"סה""כ","3,189"
2018,רמת גן,"8,600",213,יהודים,זכר,"1,492"
2018,רמת גן,"8,600",213,יהודים,נקבה,"1,697"
2017,רמת גן,"8,600",213,יהודים,"סה""כ","3,043"
2017,רמת גן,"8,600",213,יהודים,נקבה,"1,632"
2017,רמת גן,"8,600",213,יהודים,זכר,"1,412"
2016,רמת גן,"8,600",213,יהודים,נקבה,"1,610"
2016,רמת גן,"8,600",213,יהודים,זכר,"1,390"
2016,רמת גן,"8,600",213,יהודים,"סה""כ","3,000"
2015,רמת גן,"8,600",213,יהודים,נקבה,"1,609"
2015,רמת גן,"8,600",213,יהודים,זכר,"1,368"
2015,רמת גן,"8,600",213,יהודים,"סה""כ","2,976"
2019,רמת גן,"8,600",214,יהודים,נקבה,"1,259"
2019,רמת גן,"8,600",214,יהודים,זכר,"1,138"
2019,רמת גן,"8,600",214,יהודים,"סה""כ","2,396"
2018,רמת גן,"8,600",214,יהודים,"סה""כ","2,369"
2018,רמת גן,"8,600",214,יהודים,זכר,"1,125"
2018,רמת גן,"8,600",214,יהודים,נקבה,"1,244"
2017,רמת גן,"8,600",214,יהודים,"סה""כ","2,386"
2017,רמת גן,"8,600",214,יהודים,זכר,"1,120"
2017,רמת גן,"8,600",214,יהודים,נקבה,"1,267"
2016,רמת גן,"8,600",214,יהודים,נקבה,"1,229"
2016,רמת גן,"8,600",214,יהודים,זכר,"1,106"
2016,רמת גן,"8,600",214,יהודים,"סה""כ","2,335"
2015,רמת גן,"8,600",214,יהודים,נקבה,"1,230"
2015,רמת גן,"8,600",214,יהודים,זכר,"1,092"
2015,רמת גן,"8,600",214,יהודים,"סה""כ","2,322"
2019,רמת גן,"8,600",215,יהודים,זכר,"2,924"
2019,רמת גן,"8,600",215,יהודים,"סה""כ","6,124"
2019,רמת גן,"8,600",215,יהודים,נקבה,"3,200"
2018,רמת גן,"8,600",215,יהודים,זכר,"2,786"
2018,רמת גן,"8,600",215,יהודים,נקבה,"3,111"
2018,רמת גן,"8,600",215,יהודים,"סה""כ","5,897"
2017,רמת גן,"8,600",215,יהודים,נקבה,"3,034"
2017,רמת גן,"8,600",215,יהודים,זכר,"2,672"
2017,רמת גן,"8,600",215,יהודים,"סה""כ","5,706"
2016,רמת גן,"8,600",215,יהודים,"סה""כ","5,570"
2016,רמת גן,"8,600",215,יהודים,נקבה,"2,939"
2016,רמת גן,"8,600",215,יהודים,זכר,"2,631"
2015,רמת גן,"8,600",215,יהודים,נקבה,"2,855"
2015,רמת גן,"8,600",215,יהודים,זכר,"2,565"
2015,רמת גן,"8,600",215,יהודים,"סה""כ","5,420"
2019,רמת גן,"8,600",216,יהודים,"סה""כ","5,218"
2019,רמת גן,"8,600",216,יהודים,נקבה,"2,755"
2019,רמת גן,"8,600",216,יהודים,זכר,"2,463"
2018,רמת גן,"8,600",216,יהודים,"סה""כ","5,024"
2018,רמת גן,"8,600",216,יהודים,זכר,"2,366"
2018,רמת גן,"8,600",216,יהודים,נקבה,"2,658"
2017,רמת גן,"8,600",216,יהודים,נקבה,"2,526"
2017,רמת גן,"8,600",216,יהודים,זכר,"2,312"
2017,רמת גן,"8,600",216,יהודים,"סה""כ","4,838"
2016,רמת גן,"8,600",216,יהודים,נקבה,"2,476"
2016,רמת גן,"8,600",216,יהודים,זכר,"2,219"
2016,רמת גן,"8,600",216,יהודים,"סה""כ","4,695"
2015,רמת גן,"8,600",216,יהודים,נקבה,"2,449"
2015,רמת גן,"8,600",216,יהודים,זכר,"2,161"
