שנה,שם יישוב,סמל היישוב,אזור סטטיסטי,קבוצת אוכלוסיה,מין,סה''כ
2017,המעפיל,377,"סה""כ",יהודים,זכר,397
2017,המעפיל,377,"סה""כ",יהודים,"סה""כ",829
2016,המעפיל,377,"סה""כ",יהודים,נקבה,418
2016,המעפיל,377,"סה""כ",יהודים,"סה""כ",802
2016,המעפיל,377,"סה""כ",יהודים,זכר,384
2015,המעפיל,377,"סה""כ",יהודים,נקבה,419
2015,המעפיל,377,"סה""כ",יהודים,זכר,388
2015,המעפיל,377,"סה""כ",יהודים,"סה""כ",807
2019,הסוללים,677,"סה""כ",יהודים,"סה""כ",932
2019,הסוללים,677,"סה""כ",יהודים,זכר,474
2019,הסוללים,677,"סה""כ",יהודים,נקבה,458
2018,הסוללים,677,"סה""כ",יהודים,"סה""כ",927
2018,הסוללים,677,"סה""כ",יהודים,זכר,469
2018,הסוללים,677,"סה""כ",יהודים,נקבה,458
2017,הסוללים,677,"סה""כ",יהודים,"סה""כ",936
2017,הסוללים,677,"סה""כ",יהודים,זכר,477
2017,הסוללים,677,"סה""כ",יהודים,נקבה,459
2016,הסוללים,677,"סה""כ",יהודים,"סה""כ",931
2016,הסוללים,677,"סה""כ",יהודים,זכר,476
2016,הסוללים,677,"סה""כ",יהודים,נקבה,456
2015,הסוללים,677,"סה""כ",יהודים,נקבה,444
2015,הסוללים,677,"סה""כ",יהודים,זכר,463
2015,הסוללים,677,"סה""כ",יהודים,"סה""כ",907
2019,העוגן,423,"סה""כ",יהודים,"סה""כ",922
2019,העוגן,423,"סה""כ",יהודים,נקבה,469
2019,העוגן,423,"סה""כ",יהודים,זכר,453
2018,העוגן,423,"סה""כ",יהודים,"סה""כ",908
2018,העוגן,423,"סה""כ",יהודים,נקבה,460
2018,העוגן,423,"סה""כ",יהודים,זכר,448
2017,העוגן,423,"סה""כ",יהודים,"סה""כ",898
2017,העוגן,423,"סה""כ",יהודים,נקבה,460
2017,העוגן,423,"סה""כ",יהודים,זכר,438
2016,העוגן,423,"סה""כ",יהודים,נקבה,441
2016,העוגן,423,"סה""כ",יהודים,"סה""כ",870
2016,העוגן,423,"סה""כ",יהודים,זכר,428
2015,העוגן,423,"סה""כ",יהודים,נקבה,439
2015,העוגן,423,"סה""כ",יהודים,זכר,416
2015,העוגן,423,"סה""כ",יהודים,"סה""כ",855
2019,הר אדר,"3,769","סה""כ",יהודים,"סה""כ","4,088"
2019,הר אדר,"3,769","סה""כ",יהודים,זכר,"2,044"
2019,הר אדר,"3,769","סה""כ",יהודים,נקבה,"2,043"
2018,הר אדר,"3,769","סה""כ",יהודים,נקבה,"2,038"
2018,הר אדר,"3,769","סה""כ",יהודים,זכר,"2,018"
2018,הר אדר,"3,769","סה""כ",יהודים,"סה""כ","4,056"
2017,הר אדר,"3,769","סה""כ",יהודים,"סה""כ","4,058"
2017,הר אדר,"3,769","סה""כ",יהודים,זכר,"2,019"
2017,הר אדר,"3,769","סה""כ",יהודים,נקבה,"2,039"
2016,הר אדר,"3,769","סה""כ",יהודים,"סה""כ","3,980"
2016,הר אדר,"3,769","סה""כ",יהודים,זכר,"1,980"
2016,הר אדר,"3,769","סה""כ",יהודים,נקבה,"2,000"
2015,הר אדר,"3,769","סה""כ",יהודים,נקבה,"1,928"
2015,הר אדר,"3,769","סה""כ",יהודים,זכר,"1,930"
2015,הר אדר,"3,769","סה""כ",יהודים,"סה""כ","3,858"
2019,הר גילה,"3,603","סה""כ",יהודים,"סה""כ","1,635"
2019,הר גילה,"3,603","סה""כ",יהודים,זכר,801
2019,הר גילה,"3,603","סה""כ",יהודים,נקבה,833
2018,הר גילה,"3,603","סה""כ",יהודים,נקבה,810
2018,הר גילה,"3,603","סה""כ",יהודים,"סה""כ","1,591"
2018,הר גילה,"3,603","סה""כ",יהודים,זכר,781
2017,הר גילה,"3,603","סה""כ",יהודים,"סה""כ","1,568"
2017,הר גילה,"3,603","סה""כ",יהודים,זכר,783
2017,הר גילה,"3,603","סה""כ",יהודים,נקבה,785
2016,הר גילה,"3,603","סה""כ",יהודים,"סה""כ","1,570"
2016,הר גילה,"3,603","סה""כ",יהודים,זכר,775
2016,הר גילה,"3,603","סה""כ",יהודים,נקבה,794
2015,הר גילה,"3,603","סה""כ",יהודים,זכר,746
2015,הר גילה,"3,603","סה""כ",יהודים,נקבה,759
2015,הר גילה,"3,603","סה""כ",יהודים,"סה""כ","1,505"
2019,הר עמשא,"1,261","סה""כ",יהודים,"סה""כ",198
2019,הר עמשא,"1,261","סה""כ",יהודים,זכר,104
2019,הר עמשא,"1,261","סה""כ",יהודים,נקבה,95
2018,הר עמשא,"1,261","סה""כ",יהודים,"סה""כ",180
2018,הר עמשא,"1,261","סה""כ",יהודים,זכר,96
2018,הר עמשא,"1,261","סה""כ",יהודים,נקבה,85
2017,הר עמשא,"1,261","סה""כ",יהודים,נקבה,70
2017,הר עמשא,"1,261","סה""כ",יהודים,זכר,88
2017,הר עמשא,"1,261","סה""כ",יהודים,"סה""כ",159
2016,הר עמשא,"1,261","סה""כ",יהודים,נקבה,68
2016,הר עמשא,"1,261","סה""כ",יהודים,זכר,83
2016,הר עמשא,"1,261","סה""כ",יהודים,"סה""כ",151
2015,הר עמשא,"1,261","סה""כ",יהודים,נקבה,51
2015,הר עמשא,"1,261","סה""כ",יהודים,זכר,62
2015,הר עמשא,"1,261","סה""כ",יהודים,"סה""כ",113
2019,הראל,464,"סה""כ",יהודים,נקבה,129
2019,הראל,464,"סה""כ",יהודים,"סה""כ",264
2019,הראל,464,"סה""כ",יהודים,זכר,135
2018,הראל,464,"סה""כ",יהודים,נקבה,132
2018,הראל,464,"סה""כ",יהודים,זכר,136
2018,הראל,464,"סה""כ",יהודים,"סה""כ",269
2017,הראל,464,"סה""כ",יהודים,זכר,135
2017,הראל,464,"סה""כ",יהודים,"סה""כ",271
2017,הראל,464,"סה""כ",יהודים,נקבה,136
2016,הראל,464,"סה""כ",יהודים,נקבה,130
2016,הראל,464,"סה""כ",יהודים,זכר,129
2016,הראל,464,"סה""כ",יהודים,"סה""כ",259
2015,הראל,464,"סה""כ",יהודים,"סה""כ",247
2015,הראל,464,"סה""כ",יהודים,נקבה,124
2015,הראל,464,"סה""כ",יהודים,זכר,123
2019,הרדוף,"1,249","סה""כ",יהודים,נקבה,558
2019,הרדוף,"1,249","סה""כ",יהודים,זכר,537
2019,הרדוף,"1,249","סה""כ",יהודים,"סה""כ","1,095"
2018,הרדוף,"1,249","סה""כ",יהודים,"סה""כ","1,107"
2018,הרדוף,"1,249","סה""כ",יהודים,זכר,546
2018,הרדוף,"1,249","סה""כ",יהודים,נקבה,561
2017,הרדוף,"1,249","סה""כ",יהודים,נקבה,573
2017,הרדוף,"1,249","סה""כ",יהודים,זכר,547
2017,הרדוף,"1,249","סה""כ",יהודים,"סה""כ","1,120"
2016,הרדוף,"1,249","סה""כ",יהודים,נקבה,566
2016,הרדוף,"1,249","סה""כ",יהודים,זכר,544
2016,הרדוף,"1,249","סה""כ",יהודים,"סה""כ","1,110"
2015,הרדוף,"1,249","סה""כ",יהודים,"סה""כ","1,034"
2015,הרדוף,"1,249","סה""כ",יהודים,זכר,514
2015,הרדוף,"1,249","סה""כ",יהודים,נקבה,519
2019,הרצלייה,"6,400","סה""כ",יהודים,"סה""כ","97,470"
2019,הרצלייה,"6,400","סה""כ",יהודים,זכר,"47,474"
2019,הרצלייה,"6,400","סה""כ",יהודים,נקבה,"49,996"
2018,הרצלייה,"6,400","סה""כ",יהודים,"סה""כ","95,142"
2018,הרצלייה,"6,400","סה""כ",יהודים,זכר,"46,247"
2018,הרצלייה,"6,400","סה""כ",יהודים,נקבה,"48,895"
2017,הרצלייה,"6,400","סה""כ",יהודים,"סה""כ","93,989"
2017,הרצלייה,"6,400","סה""כ",יהודים,זכר,"45,642"
2017,הרצלייה,"6,400","סה""כ",יהודים,נקבה,"48,347"
2016,הרצלייה,"6,400","סה""כ",יהודים,נקבה,"47,893"
2016,הרצלייה,"6,400","סה""כ",יהודים,זכר,"45,223"
2016,הרצלייה,"6,400","סה""כ",יהודים,"סה""כ","93,116"
2015,הרצלייה,"6,400","סה""כ",יהודים,זכר,"44,623"
2015,הרצלייה,"6,400","סה""כ",יהודים,"סה""כ","91,926"
2015,הרצלייה,"6,400","סה""כ",יהודים,נקבה,"47,303"
2019,הרצלייה,"6,400",11,יהודים,"סה""כ","3,330"
2019,הרצלייה,"6,400",11,יהודים,זכר,"1,629"
2019,הרצלייה,"6,400",11,יהודים,נקבה,"1,701"
2018,הרצלייה,"6,400",11,יהודים,נקבה,"1,753"
2018,הרצלייה,"6,400",11,יהודים,זכר,"1,643"
2018,הרצלייה,"6,400",11,יהודים,"סה""כ","3,396"
2017,הרצלייה,"6,400",11,יהודים,"סה""כ","3,441"
2017,הרצלייה,"6,400",11,יהודים,זכר,"1,678"
2017,הרצלייה,"6,400",11,יהודים,נקבה,"1,763"
2016,הרצלייה,"6,400",11,יהודים,נקבה,"1,760"
2016,הרצלייה,"6,400",11,יהודים,זכר,"1,704"
2016,הרצלייה,"6,400",11,יהודים,"סה""כ","3,465"
2015,הרצלייה,"6,400",11,יהודים,נקבה,"1,780"
2015,הרצלייה,"6,400",11,יהודים,זכר,"1,740"
2015,הרצלייה,"6,400",11,יהודים,"סה""כ","3,520"
2019,הרצלייה,"6,400",12,יהודים,"סה""כ","4,648"
2019,הרצלייה,"6,400",12,יהודים,זכר,"2,313"
2019,הרצלייה,"6,400",12,יהודים,נקבה,"2,335"
2018,הרצלייה,"6,400",12,יהודים,זכר,"2,317"
2018,הרצלייה,"6,400",12,יהודים,נקבה,"2,319"
2018,הרצלייה,"6,400",12,יהודים,"סה""כ","4,636"
2017,הרצלייה,"6,400",12,יהודים,"סה""כ","4,671"
2017,הרצלייה,"6,400",12,יהודים,זכר,"2,339"
2017,הרצלייה,"6,400",12,יהודים,נקבה,"2,332"
2016,הרצלייה,"6,400",12,יהודים,נקבה,"2,334"
2016,הרצלייה,"6,400",12,יהודים,זכר,"2,310"
2016,הרצלייה,"6,400",12,יהודים,"סה""כ","4,643"
2015,הרצלייה,"6,400",12,יהודים,זכר,"2,254"
2015,הרצלייה,"6,400",12,יהודים,"סה""כ","4,561"
2015,הרצלייה,"6,400",12,יהודים,נקבה,"2,306"
2019,הרצלייה,"6,400",13,יהודים,"סה""כ","4,447"
2019,הרצלייה,"6,400",13,יהודים,זכר,"2,229"
2019,הרצלייה,"6,400",13,יהודים,נקבה,"2,218"
2018,הרצלייה,"6,400",13,יהודים,נקבה,"2,204"
2018,הרצלייה,"6,400",13,יהודים,זכר,"2,200"
2018,הרצלייה,"6,400",13,יהודים,"סה""כ","4,404"
2017,הרצלייה,"6,400",13,יהודים,"סה""כ","4,338"
2017,הרצלייה,"6,400",13,יהודים,זכר,"2,164"
2017,הרצלייה,"6,400",13,יהודים,נקבה,"2,174"
2016,הרצלייה,"6,400",13,יהודים,נקבה,"2,155"
2016,הרצלייה,"6,400",13,יהודים,זכר,"2,193"
2016,הרצלייה,"6,400",13,יהודים,"סה""כ","4,349"
2015,הרצלייה,"6,400",13,יהודים,נקבה,"2,159"
2015,הרצלייה,"6,400",13,יהודים,זכר,"2,137"
2015,הרצלייה,"6,400",13,יהודים,"סה""כ","4,296"
2019,הרצלייה,"6,400",21,יהודים,"סה""כ","4,820"
2019,הרצלייה,"6,400",21,יהודים,זכר,"2,340"
2019,הרצלייה,"6,400",21,יהודים,נקבה,"2,480"
2018,הרצלייה,"6,400",21,יהודים,נקבה,"2,465"
2018,הרצלייה,"6,400",21,יהודים,זכר,"2,305"
2018,הרצלייה,"6,400",21,יהודים,"סה""כ","4,770"
2017,הרצלייה,"6,400",21,יהודים,"סה""כ","4,776"
2017,הרצלייה,"6,400",21,יהודים,זכר,"2,285"
2017,הרצלייה,"6,400",21,יהודים,נקבה,"2,491"
2016,הרצלייה,"6,400",21,יהודים,"סה""כ","4,829"
2016,הרצלייה,"6,400",21,יהודים,זכר,"2,305"
2016,הרצלייה,"6,400",21,יהודים,נקבה,"2,525"
2015,הרצלייה,"6,400",21,יהודים,נקבה,"2,468"
2015,הרצלייה,"6,400",21,יהודים,זכר,"2,316"
2015,הרצלייה,"6,400",21,יהודים,"סה""כ","4,784"
2019,הרצלייה,"6,400",22,יהודים,"סה""כ","5,452"
2019,הרצלייה,"6,400",22,יהודים,זכר,"2,657"
2019,הרצלייה,"6,400",22,יהודים,נקבה,"2,795"
2018,הרצלייה,"6,400",22,יהודים,נקבה,"2,782"
2018,הרצלייה,"6,400",22,יהודים,זכר,"2,656"
2018,הרצלייה,"6,400",22,יהודים,"סה""כ","5,438"
2017,הרצלייה,"6,400",22,יהודים,"סה""כ","5,410"
2017,הרצלייה,"6,400",22,יהודים,זכר,"2,632"
2017,הרצלייה,"6,400",22,יהודים,נקבה,"2,777"
2016,הרצלייה,"6,400",22,יהודים,"סה""כ","5,311"
2016,הרצלייה,"6,400",22,יהודים,זכר,"2,585"
2016,הרצלייה,"6,400",22,יהודים,נקבה,"2,726"
2015,הרצלייה,"6,400",22,יהודים,נקבה,"2,670"
2015,הרצלייה,"6,400",22,יהודים,זכר,"2,609"
2015,הרצלייה,"6,400",22,יהודים,"סה""כ","5,280"
2019,הרצלייה,"6,400",23,יהודים,זכר,"1,810"
2019,הרצלייה,"6,400",23,יהודים,נקבה,"1,891"
2019,הרצלייה,"6,400",23,יהודים,"סה""כ","3,701"
2018,הרצלייה,"6,400",23,יהודים,נקבה,"1,886"
2018,הרצלייה,"6,400",23,יהודים,זכר,"1,812"
2018,הרצלייה,"6,400",23,יהודים,"סה""כ","3,697"
2017,הרצלייה,"6,400",23,יהודים,"סה""כ","3,720"
2017,הרצלייה,"6,400",23,יהודים,זכר,"1,804"
2017,הרצלייה,"6,400",23,יהודים,נקבה,"1,916"
2016,הרצלייה,"6,400",23,יהודים,"סה""כ","3,720"
2016,הרצלייה,"6,400",23,יהודים,זכר,"1,813"
2016,הרצלייה,"6,400",23,יהודים,נקבה,"1,907"
2015,הרצלייה,"6,400",23,יהודים,נקבה,"1,941"
2015,הרצלייה,"6,400",23,יהודים,"סה""כ","3,785"
2015,הרצלייה,"6,400",23,יהודים,זכר,"1,844"
2019,הרצלייה,"6,400",24,יהודים,נקבה,"1,737"
2019,הרצלייה,"6,400",24,יהודים,"סה""כ","3,412"
2019,הרצלייה,"6,400",24,יהודים,זכר,"1,675"
2018,הרצלייה,"6,400",24,יהודים,"סה""כ","3,401"
2018,הרצלייה,"6,400",24,יהודים,זכר,"1,669"
2018,הרצלייה,"6,400",24,יהודים,נקבה,"1,732"
2017,הרצלייה,"6,400",24,יהודים,"סה""כ","3,433"
2017,הרצלייה,"6,400",24,יהודים,זכר,"1,684"
2017,הרצלייה,"6,400",24,יהודים,נקבה,"1,748"
2016,הרצלייה,"6,400",24,יהודים,"סה""כ","3,476"
2016,הרצלייה,"6,400",24,יהודים,זכר,"1,696"
2016,הרצלייה,"6,400",24,יהודים,נקבה,"1,780"
2015,הרצלייה,"6,400",24,יהודים,נקבה,"1,789"
2015,הרצלייה,"6,400",24,יהודים,זכר,"1,689"
2015,הרצלייה,"6,400",24,יהודים,"סה""כ","3,478"
2019,הרצלייה,"6,400",31,יהודים,"סה""כ","1,841"
2019,הרצלייה,"6,400",31,יהודים,זכר,888
2019,הרצלייה,"6,400",31,יהודים,נקבה,953
2018,הרצלייה,"6,400",31,יהודים,"סה""כ","1,838"
2018,הרצלייה,"6,400",31,יהודים,נקבה,952
2018,הרצלייה,"6,400",31,יהודים,זכר,886
2017,הרצלייה,"6,400",31,יהודים,"סה""כ","1,846"
2017,הרצלייה,"6,400",31,יהודים,זכר,878
2017,הרצלייה,"6,400",31,יהודים,נקבה,968
2016,הרצלייה,"6,400",31,יהודים,"סה""כ","1,883"
2016,הרצלייה,"6,400",31,יהודים,זכר,897
2016,הרצלייה,"6,400",31,יהודים,נקבה,986
2015,הרצלייה,"6,400",31,יהודים,נקבה,"1,017"
2015,הרצלייה,"6,400",31,יהודים,"סה""כ","1,929"
2015,הרצלייה,"6,400",31,יהודים,זכר,912
2019,הרצלייה,"6,400",32,יהודים,"סה""כ","2,220"
2019,הרצלייה,"6,400",32,יהודים,זכר,"1,097"
2019,הרצלייה,"6,400",32,יהודים,נקבה,"1,124"
2018,הרצלייה,"6,400",32,יהודים,נקבה,"1,126"
2018,הרצלייה,"6,400",32,יהודים,זכר,"1,123"
2018,הרצלייה,"6,400",32,יהודים,"סה""כ","2,248"
2017,הרצלייה,"6,400",32,יהודים,זכר,"1,097"
2017,הרצלייה,"6,400",32,יהודים,"סה""כ","2,206"
2017,הרצלייה,"6,400",32,יהודים,נקבה,"1,109"
2016,הרצלייה,"6,400",32,יהודים,"סה""כ","2,159"
2016,הרצלייה,"6,400",32,יהודים,זכר,"1,074"
2016,הרצלייה,"6,400",32,יהודים,נקבה,"1,085"
2015,הרצלייה,"6,400",32,יהודים,זכר,"1,058"
2015,הרצלייה,"6,400",32,יהודים,"סה""כ","2,159"
2015,הרצלייה,"6,400",32,יהודים,נקבה,"1,102"
2019,הרצלייה,"6,400",33,יהודים,"סה""כ","3,091"
2019,הרצלייה,"6,400",33,יהודים,זכר,"1,522"
2019,הרצלייה,"6,400",33,יהודים,נקבה,"1,569"
2018,הרצלייה,"6,400",33,יהודים,"סה""כ","3,093"
2018,הרצלייה,"6,400",33,יהודים,זכר,"1,508"
2018,הרצלייה,"6,400",33,יהודים,נקבה,"1,584"
2017,הרצלייה,"6,400",33,יהודים,נקבה,"1,561"
2017,הרצלייה,"6,400",33,יהודים,זכר,"1,492"
2017,הרצלייה,"6,400",33,יהודים,"סה""כ","3,053"
2016,הרצלייה,"6,400",33,יהודים,זכר,"1,531"
2016,הרצלייה,"6,400",33,יהודים,נקבה,"1,585"
2016,הרצלייה,"6,400",33,יהודים,"סה""כ","3,116"
2015,הרצלייה,"6,400",33,יהודים,"סה""כ","3,109"
2015,הרצלייה,"6,400",33,יהודים,זכר,"1,526"
2015,הרצלייה,"6,400",33,יהודים,נקבה,"1,583"
2019,הרצלייה,"6,400",34,יהודים,זכר,"2,002"
2019,הרצלייה,"6,400",34,יהודים,נקבה,"2,235"
2019,הרצלייה,"6,400",34,יהודים,"סה""כ","4,237"
2018,הרצלייה,"6,400",34,יהודים,"סה""כ","4,179"
2018,הרצלייה,"6,400",34,יהודים,זכר,"1,986"
2018,הרצלייה,"6,400",34,יהודים,נקבה,"2,193"
2017,הרצלייה,"6,400",34,יהודים,נקבה,"2,204"
2017,הרצלייה,"6,400",34,יהודים,"סה""כ","4,221"
2017,הרצלייה,"6,400",34,יהודים,זכר,"2,017"
2016,הרצלייה,"6,400",34,יהודים,"סה""כ","4,303"
2016,הרצלייה,"6,400",34,יהודים,נקבה,"2,262"
2016,הרצלייה,"6,400",34,יהודים,זכר,"2,040"
2015,הרצלייה,"6,400",34,יהודים,נקבה,"2,248"
2015,הרצלייה,"6,400",34,יהודים,"סה""כ","4,271"
2015,הרצלייה,"6,400",34,יהודים,זכר,"2,023"
2019,הרצלייה,"6,400",35,יהודים,"סה""כ","4,062"
2019,הרצלייה,"6,400",35,יהודים,זכר,"1,895"
2019,הרצלייה,"6,400",35,יהודים,נקבה,"2,168"
2018,הרצלייה,"6,400",35,יהודים,"סה""כ","3,988"
2018,הרצלייה,"6,400",35,יהודים,זכר,"1,859"
2018,הרצלייה,"6,400",35,יהודים,נקבה,"2,128"
2017,הרצלייה,"6,400",35,יהודים,"סה""כ","3,917"
2017,הרצלייה,"6,400",35,יהודים,זכר,"1,808"
2017,הרצלייה,"6,400",35,יהודים,נקבה,"2,108"
2016,הרצלייה,"6,400",35,יהודים,"סה""כ","3,976"
2016,הרצלייה,"6,400",35,יהודים,זכר,"1,861"
2016,הרצלייה,"6,400",35,יהודים,נקבה,"2,115"
2015,הרצלייה,"6,400",35,יהודים,"סה""כ","4,034"
2015,הרצלייה,"6,400",35,יהודים,נקבה,"2,164"
2015,הרצלייה,"6,400",35,יהודים,זכר,"1,871"
2019,הרצלייה,"6,400",41,יהודים,נקבה,"1,668"
2019,הרצלייה,"6,400",41,יהודים,זכר,"1,473"
2019,הרצלייה,"6,400",41,יהודים,"סה""כ","3,141"
2018,הרצלייה,"6,400",41,יהודים,זכר,"1,457"
2018,הרצלייה,"6,400",41,יהודים,נקבה,"1,621"
2018,הרצלייה,"6,400",41,יהודים,"סה""כ","3,079"
2017,הרצלייה,"6,400",41,יהודים,זכר,"1,393"
2017,הרצלייה,"6,400",41,יהודים,נקבה,"1,560"
2017,הרצלייה,"6,400",41,יהודים,"סה""כ","2,953"
2016,הרצלייה,"6,400",41,יהודים,נקבה,"1,535"
2016,הרצלייה,"6,400",41,יהודים,זכר,"1,395"
2016,הרצלייה,"6,400",41,יהודים,"סה""כ","2,930"
2015,הרצלייה,"6,400",41,יהודים,"סה""כ","2,895"
2015,הרצלייה,"6,400",41,יהודים,זכר,"1,373"
2015,הרצלייה,"6,400",41,יהודים,נקבה,"1,521"
2019,הרצלייה,"6,400",42,יהודים,זכר,"1,592"
2019,הרצלייה,"6,400",42,יהודים,"סה""כ","3,350"
2019,הרצלייה,"6,400",42,יהודים,נקבה,"1,758"
2018,הרצלייה,"6,400",42,יהודים,"סה""כ","3,303"
2018,הרצלייה,"6,400",42,יהודים,זכר,"1,583"
2018,הרצלייה,"6,400",42,יהודים,נקבה,"1,720"
2017,הרצלייה,"6,400",42,יהודים,זכר,"1,572"
2017,הרצלייה,"6,400",42,יהודים,נקבה,"1,686"
2017,הרצלייה,"6,400",42,יהודים,"סה""כ","3,258"
2016,הרצלייה,"6,400",42,יהודים,זכר,"1,573"
2016,הרצלייה,"6,400",42,יהודים,"סה""כ","3,267"
2016,הרצלייה,"6,400",42,יהודים,נקבה,"1,694"
2015,הרצלייה,"6,400",42,יהודים,נקבה,"1,681"
2015,הרצלייה,"6,400",42,יהודים,זכר,"1,570"
2015,הרצלייה,"6,400",42,יהודים,"סה""כ","3,251"
2019,הרצלייה,"6,400",43,יהודים,נקבה,"1,601"
2019,הרצלייה,"6,400",43,יהודים,"סה""כ","3,161"
2019,הרצלייה,"6,400",43,יהודים,זכר,"1,560"
2018,הרצלייה,"6,400",43,יהודים,נקבה,"1,605"
2018,הרצלייה,"6,400",43,יהודים,זכר,"1,567"
2018,הרצלייה,"6,400",43,יהודים,"סה""כ","3,172"
2017,הרצלייה,"6,400",43,יהודים,זכר,"1,537"
2017,הרצלייה,"6,400",43,יהודים,נקבה,"1,598"
2017,הרצלייה,"6,400",43,יהודים,"סה""כ","3,135"
2016,הרצלייה,"6,400",43,יהודים,נקבה,"1,607"
2016,הרצלייה,"6,400",43,יהודים,זכר,"1,520"
2016,הרצלייה,"6,400",43,יהודים,"סה""כ","3,127"
2015,הרצלייה,"6,400",43,יהודים,זכר,"1,501"
2015,הרצלייה,"6,400",43,יהודים,"סה""כ","3,063"
2015,הרצלייה,"6,400",43,יהודים,נקבה,"1,562"
2019,הרצלייה,"6,400",44,יהודים,"סה""כ","2,968"
2019,הרצלייה,"6,400",44,יהודים,זכר,"1,446"
2019,הרצלייה,"6,400",44,יהודים,נקבה,"1,522"
2018,הרצלייה,"6,400",44,יהודים,זכר,"1,459"
2018,הרצלייה,"6,400",44,יהודים,נקבה,"1,560"
2018,הרצלייה,"6,400",44,יהודים,"סה""כ","3,019"
2017,הרצלייה,"6,400",44,יהודים,"סה""כ","3,042"
2017,הרצלייה,"6,400",44,יהודים,זכר,"1,473"
2017,הרצלייה,"6,400",44,יהודים,נקבה,"1,568"
2016,הרצלייה,"6,400",44,יהודים,זכר,"1,485"
2016,הרצלייה,"6,400",44,יהודים,נקבה,"1,518"
2016,הרצלייה,"6,400",44,יהודים,"סה""כ","3,003"
2015,הרצלייה,"6,400",44,יהודים,נקבה,"1,505"
2015,הרצלייה,"6,400",44,יהודים,זכר,"1,473"
2015,הרצלייה,"6,400",44,יהודים,"סה""כ","2,978"
2019,הרצלייה,"6,400",51,יהודים,"סה""כ","3,220"
2019,הרצלייה,"6,400",51,יהודים,זכר,"1,602"
2019,הרצלייה,"6,400",51,יהודים,נקבה,"1,618"
2018,הרצלייה,"6,400",51,יהודים,נקבה,"1,574"
2018,הרצלייה,"6,400",51,יהודים,"סה""כ","3,129"
2018,הרצלייה,"6,400",51,יהודים,זכר,"1,555"
2017,הרצלייה,"6,400",51,יהודים,זכר,"1,501"
2017,הרצלייה,"6,400",51,יהודים,נקבה,"1,521"
2017,הרצלייה,"6,400",51,יהודים,"סה""כ","3,023"
2016,הרצלייה,"6,400",51,יהודים,זכר,"1,503"
2016,הרצלייה,"6,400",51,יהודים,"סה""כ","2,993"
2016,הרצלייה,"6,400",51,יהודים,נקבה,"1,490"
2015,הרצלייה,"6,400",51,יהודים,זכר,"1,470"
2015,הרצלייה,"6,400",51,יהודים,"סה""כ","2,953"
2015,הרצלייה,"6,400",51,יהודים,נקבה,"1,483"
2019,הרצלייה,"6,400",52,יהודים,"סה""כ","3,596"
2019,הרצלייה,"6,400",52,יהודים,נקבה,"1,880"
2019,הרצלייה,"6,400",52,יהודים,זכר,"1,717"
2018,הרצלייה,"6,400",52,יהודים,נקבה,"1,867"
2018,הרצלייה,"6,400",52,יהודים,זכר,"1,668"
2018,הרצלייה,"6,400",52,יהודים,"סה""כ","3,536"
2017,הרצלייה,"6,400",52,יהודים,זכר,"1,682"
2017,הרצלייה,"6,400",52,יהודים,נקבה,"1,819"
2017,הרצלייה,"6,400",52,יהודים,"סה""כ","3,502"
2016,הרצלייה,"6,400",52,יהודים,נקבה,"1,772"
2016,הרצלייה,"6,400",52,יהודים,"סה""כ","3,423"
2016,הרצלייה,"6,400",52,יהודים,זכר,"1,651"
2015,הרצלייה,"6,400",52,יהודים,זכר,"1,564"
2015,הרצלייה,"6,400",52,יהודים,"סה""כ","3,196"
2015,הרצלייה,"6,400",52,יהודים,נקבה,"1,632"
2019,הרצלייה,"6,400",53,יהודים,"סה""כ","1,555"
2019,הרצלייה,"6,400",53,יהודים,נקבה,764
2019,הרצלייה,"6,400",53,יהודים,זכר,791
2018,הרצלייה,"6,400",53,יהודים,זכר,415
2018,הרצלייה,"6,400",53,יהודים,נקבה,410
2018,הרצלייה,"6,400",53,יהודים,"סה""כ",825
2017,הרצלייה,"6,400",53,יהודים,זכר,277
2017,הרצלייה,"6,400",53,יהודים,נקבה,261
2017,הרצלייה,"6,400",53,יהודים,"סה""כ",538
2016,הרצלייה,"6,400",53,יהודים,נקבה,51
2016,הרצלייה,"6,400",53,יהודים,זכר,52
2016,הרצלייה,"6,400",53,יהודים,"סה""כ",103
2015,הרצלייה,"6,400",53,יהודים,"סה""כ",4
2015,הרצלייה,"6,400",53,יהודים,נקבה,1
2015,הרצלייה,"6,400",53,יהודים,זכר,3
2019,הרצלייה,"6,400",54,יהודים,נקבה,"3,009"
2019,הרצלייה,"6,400",54,יהודים,"סה""כ","5,727"
2019,הרצלייה,"6,400",54,יהודים,זכר,"2,717"
2018,הרצלייה,"6,400",54,יהודים,"סה""כ","5,630"
2018,הרצלייה,"6,400",54,יהודים,זכר,"2,684"
2018,הרצלייה,"6,400",54,יהודים,נקבה,"2,946"
2017,הרצלייה,"6,400",54,יהודים,"סה""כ","5,685"
2017,הרצלייה,"6,400",54,יהודים,זכר,"2,724"
2017,הרצלייה,"6,400",54,יהודים,נקבה,"2,961"
2016,הרצלייה,"6,400",54,יהודים,"סה""כ","5,666"
2016,הרצלייה,"6,400",54,יהודים,נקבה,"2,949"
2016,הרצלייה,"6,400",54,יהודים,זכר,"2,718"
2015,הרצלייה,"6,400",54,יהודים,זכר,"2,695"
2015,הרצלייה,"6,400",54,יהודים,נקבה,"2,915"
