סמל צורת יישוב,סמל יישוב,שם יישוב,נכנסים,יוצאים,מאזן הגירה פנימית
330,4003,אל -רום,22,15,7
290,1359,אל סייד,55,3,52
350,1145,אלומה,12,22,-10
330,330,אלומות,32,18,14
310,1182,אלון הגליל,60,46,14
370,3579,אלון מורה,72,106,-34
190,3604,אלון שבות,120,189,-69
320,429,אלוני אבא,25,29,-4
320,4017,אלוני הבשן,33,23,10
340,868,אלוני יצחק,2,33,-31
330,285,אלונים,11,18,-7
310,4002,אלי-עד,16,30,-14
370,1365,אליאב,54,1,53
190,41,אליכין,133,130,3
330,1248,אליפז,13,22,-9
310,730,אליפלט,22,20,2
310,682,אליקים,26,24,2
310,204,אלישיב,33,25,8
310,841,אלישמע,40,55,-15
310,1125,אלמגור,18,12,6
330,3556,אלמוג,26,19,7
160,1309,אלעד,976,1428,-452
190,3618,אלעזר,126,210,-84
180,3750,אלפי מנשה,275,343,-68
310,603,אלקוש,6,17,-11
190,3560,אלקנה,183,263,-80
310,772,אמונים,52,36,16
310,1064,אמירים,80,75,5
310,1253,אמנון,24,16,8
320,23,אמציה,15,130,-115
310,4012,אניעם,45,24,21
370,3754,אספר,63,29,34
270,529,אעבלין,59,86,-27
330,4301,אפיק,12,8,4
330,176,אפיקים,65,56,9
330,313,אפק,39,5,34
180,3650,אפרת,617,418,199
310,701,ארבל,31,29,2
310,3598,ארגמן,5,7,-2
330,714,ארז,15,16,-1
170,3570,אריאל,823,697,126
350,1324,ארסוף,31,17,14
310,71,אשבול,44,15,29
330,1276,אשבל,10,6,4
130,70,אשדוד,3227,6230,-3003
330,199,אשדות יעקב (איחוד),46,49,-3
330,188,אשדות יעקב (מאוחד),38,35,3
370,1188,אשחר,34,36,-2
370,3722,אשכולות,27,27,0
340,2021,אשל הנשיא,15,3,12
370,1152,אשלים,70,50,20
140,7100,אשקלון,4270,3175,1095
370,1256,אשרת,36,35,1
310,740,אשתאול,33,28,5
260,6000,באקה אל-גרביה,209,208,1
370,21,באר אורה,154,29,125
370,1376,באר גנים,364,14,350
310,155,באר טוביה,86,29,57
160,2530,באר יעקב,2879,801,2078
310,1278,באר מילכה,19,0,19
130,9000,באר שבע,4452,5810,-1358
330,450,בארות יצחק,16,31,-15
310,697,בארותיים,41,39,2
330,399,בארי,16,10,6
310,559,בוסתן הגליל,87,37,50
280,482,בועיינה-נוג'ידאת,61,49,12
280,4001,בוקעאתא,17,29,-12
310,698,בורגתה,39,65,-26
330,2043,בחן,85,40,45
310,762,בטחה,31,26,5
310,234,ביצרון,36,62,-26
280,998,ביר אל-מכסור,36,19,17
280,1348,ביר הדאג',7,1,6
350,368,בירייה,58,67,-9
330,317,בית אורן,8,16,-8
180,3574,בית אל,142,344,-202
310,562,בית אלעזרי,63,72,-9
330,95,בית אלפא,27,80,-53
190,3652,בית אריה,273,221,52
340,1076,בית ברל,11,16,-5
270,480,בית ג'ן,45,57,-12
330,619,בית גוברין,12,15,-3
310,571,בית גמליאל,49,31,18
180,466,בית דגן,270,296,-26
310,723,בית הגדי,58,38,20
310,373,בית הלוי,39,38,1
310,322,בית הלל,54,62,-8
330,572,בית העמק,32,22,10
330,3645,בית הערבה,45,11,34
330,242,בית השיטה,47,26,21
350,353,בית זיד,5,2,3
310,710,בית זית,137,90,47
330,143,בית זרע,47,52,-5
370,3575,בית חורון,91,86,5
320,877,בית חירות,34,26,8
310,2033,בית חלקיה,38,54,-16
310,159,בית חנן,34,34,0
310,800,בית חנניה,29,39,-10
190,1050,בית חשמונאי,67,93,-26
310,288,בית יהושע,75,58,17
310,265,בית יוסף,10,20,-10
310,200,בית ינאי,33,29,4
191,326,בית יצחק-שער חפר,107,131,-24
310,430,בית לחם הגלילית,49,62,-13
310,751,בית מאיר,34,72,-38
310,784,בית נחמיה,48,49,-1
330,16,בית ניר,8,4,4
310,672,בית נקופה,53,32,21
310,202,בית עובד,15,44,-29
310,301,בית עוזיאל,22,42,-20
310,756,בית עזרא,47,25,22
310,604,בית עריף,29,45,-16
340,212,בית צבי,26,19,7
330,598,בית קמה,46,11,35
330,365,בית קשת,69,20,49
340,848,בית רבן,80,97,-17
330,1162,בית רימון,31,19,12
170,9200,בית שאן,377,527,-150
140,2610,בית שמש,3039,2646,393
310,248,בית שערים,16,34,-18
310,747,בית שקמה,38,36,2
310,252,ביתן אהרן,38,16,22
150,3780,ביתר עילית,1766,1060,706
310,94,בלפוריה,69,32,37
310,760,בן זכאי,30,65,-35
310,712,בן עמי,46,55,-9
340,1084,בן שמן (כפר נוער),20,21,-1
310,2013,בן שמן (מושב),34,64,-30
140,6100,בני ברק,3117,5275,-2158
370,1368,בני דקלים,108,5,103
320,592,בני דרום,98,35,63
320,386,בני דרור,66,31,35
370,4015,בני יהודה,47,38,9
310,1363,בני נצרים,58,25,33
310,448,בני עטרות,44,75,-31
180,1066,"בני עי""ש",203,256,-53
310,418,בני ציון,36,66,-30
310,588,בני ראם,72,87,-15
310,685,בניה,31,44,-13
170,9800,בנימינה-גבעת עדה*,745,501,244
280,1326,"בסמ""ה",102,57,45
280,944,בסמת טבעון,57,76,-19
280,483,בענה,56,69,-13
310,389,בצרה,70,39,31
310,589,בצת,22,22,0
310,864,בקוע,43,21,22
310,3612,בקעות,5,9,-4
310,823,בר גיורא,34,51,-17
370,1191,בר יוחאי,108,52,56
370,3744,ברוכין,74,9,65
330,428,ברור חיל,68,26,42
310,2060,ברוש,40,23,17
190,3710,ברכה,83,67,16
310,746,ברכיה,36,49,-13
330,667,ברעם,8,12,-4
310,141,ברק,3,16,-13
330,617,ברקאי,14,11,3
370,3654,ברקן,100,98,2
310,2038,ברקת,50,48,2
350,1323,בת הדר,61,40,21
350,1361,בת חן,34,37,-3
180,1319,בת חפר,179,198,-19
140,6200,בת ים,3723,5836,-2113
370,3794,בת עין,130,84,46
310,33,בת שלמה,32,31,1
260,1292,ג'דיידה-מכר,190,197,-7
280,485,ג'ולס,22,35,-13
280,627,ג'לג'וליה,81,78,3
270,541,ג'סר א-זרקא,39,114,-75
290,487,ג'ש (גוש חלב),22,50,-28
270,628,ג'ת,143,112,31
310,872,גאולי תימן,14,18,-4
310,379,גאולים,33,38,-5
310,853,גאליה,41,48,-7
330,352,גבולות,22,15,7
330,424,גבים,25,10,15
330,86,גבע,22,12,10
180,3763,גבע בנימין,245,266,-21
310,683,גבע כרמל,68,57,11
310,2014,גבעולים,13,14,-1
370,3644,גבעון החדשה,55,73,-18
370,1344,גבעות בר,132,20,112
370,1293,גבעת אבני,55,108,-53
370,1288,גבעת אלה,56,97,-41
193,147,גבעת ברנר,43,42,1
330,870,גבעת השלושה,39,18,21
170,3730,גבעת זאב,931,1044,-113
310,207,"גבעת ח""ן",18,22,-4
330,2018,גבעת חיים (איחוד),32,31,1
330,173,גבעת חיים (מאוחד),17,21,-4
310,4021,גבעת יואב,29,43,-14
310,787,גבעת יערים,56,73,-17
310,919,גבעת ישעיהו,52,36,16
310,802,"גבעת כ""ח",39,39,0
310,360,"גבעת ניל""י",42,13,29
330,703,גבעת עוז,16,12,4
160,681,גבעת שמואל,1092,1361,-269
340,566,גבעת שמש,1,2,-1
310,1077,גבעת שפירא,15,14,1
310,793,גבעתי,30,15,15
150,6300,גבעתיים,4261,4084,177
330,342,גברעם,29,24,5
330,133,גבת,16,9,7
330,35,גדות,27,18,9
310,145,גדיש,5,28,-23
350,442,גדעונה,29,17,12
160,2550,גדרה,1019,786,233
330,852,גונן,22,12,10
310,755,גורן,7,35,-28
350,1219,גורנות הגליל,2,4,-2
330,457,גזית,30,14,16
330,370,גזר,10,21,-11
310,706,גיאה,29,23,6
350,196,גיבתון,25,23,2
350,1043,גיזו,18,10,8
370,1204,גילון,57,70,-13
310,736,גילת,62,45,17
330,262,גינוסר,40,26,14
330,92,גיניגר,27,27,0
310,863,גינתון,56,87,-31
370,1206,גיתה,10,2,8
310,3613,גיתית,32,15,17
330,393,גלאון,54,4,50
330,3606,גלגל,11,10,1
330,346,גליל ים,15,21,-6
330,369,גלעד (אבן יצחק),8,9,-1
310,745,גמזו,58,53,5
310,1072,גן הדרום,45,24,21
310,225,גן השומרון,48,50,-2
310,239,גן חיים,38,32,6
310,734,גן יאשיה,26,40,-14
160,166,גן יבנה,909,764,145
190,1274,גן נר,102,101,1
310,311,גן שורק,15,14,1
330,144,גן שלמה,13,14,-1
330,72,גן שמואל,15,10,5
310,836,גנות,21,23,-2
350,549,גנות הדר,43,34,9
350,1103,גני הדר,19,9,10
370,1371,גני טל,61,28,33
310,862,גני יוחנן,46,62,-16
190,3823,גני מודיעין,266,302,-36
350,218,גני עם,11,21,-10
170,229,גני תקווה,1384,666,718
330,842,געש,35,10,25
330,463,געתון,43,11,32
310,39,גפן,9,15,-6
330,1129,גרופית,22,17,5
330,4022,גשור,8,5,3
330,305,גשר,21,30,-9
330,574,גשר הזיו,68,60,8
350,128,גת רימון,14,17,-3
270,494,דאלית אל-כרמל,128,140,-12
310,146,דבורה,12,26,-14
270,489,דבורייה,47,111,-64
330,849,דבירה,105,34,71
330,407,דברת,34,25,9
330,62,דגניה א',11,21,-10
330,79,דגניה ב',22,22,0
310,1067,"דוב""ב",14,14,0
370,3747,דולב,83,72,11
310,738,דור,26,31,-5
330,336,דורות,40,45,-5
450,475,דחי,7,2,5
270,490,דייר אל-אסד,85,89,-4
280,492,דייר חנא,60,78,-18
440,493,דייר ראפאת,0,5,-5
160,2200,דימונה,657,926,-269
310,2063,דישון,7,11,-4
330,300,דלייה,19,16,3
310,431,דלתון,11,34,-23
450,1317,דמיידה,7,5,2
330,303,דן,49,18,31
330,302,דפנה,31,22,9
310,1241,דקל,23,9,14
450,1349,דריג'את,34,23,11
330,702,האון,13,16,-3
320,675,הבונים,19,24,-5
330,356,הגושרים,49,28,21
310,191,הדר עם,44,31,13
150,9700,הוד השרון,3339,1852,1487
340,1322,הודיות,5,9,-4
310,726,הודייה,26,24,2
370,1186,הושעיה,69,50,19
330,250,הזורע,14,16,-2
310,307,הזורעים,56,32,24
330,434,החותרים,45,24,21
310,684,היוגב,27,29,-2
370,1208,הילה,17,33,-16
330,377,המעפיל,47,25,22
330,677,הסוללים,26,33,-7
330,423,העוגן,16,13,3
190,3769,הר אדר,224,173,51
370,3603,הר גילה,66,86,-20
330,1261,הר עמשא,8,5,3
330,464,הראל,12,2,10
330,1249,הרדוף,16,7,9
150,6400,הרצלייה,3782,3975,-193
370,1203,הררית,40,9,31
310,3639,ורד יריחו,55,18,37
350,1133,ורדון,16,15,1
310,815,זבדיאל,37,9,28
310,44,זוהר,8,15,-7
330,584,זיקים,67,20,47
310,788,זיתן,25,32,-7
160,9300,זכרון יעקב,890,879,11
310,799,זכריה,40,41,-1
280,1290,זמר,117,58,59
310,1065,זמרת,50,14,36
310,816,זנוח,15,27,-12
310,2064,זרועה,41,25,16
280,975,זרזיר,50,58,-8
310,818,זרחיה,21,25,-4
450,1321,ח'ואלד,34,14,20
310,235,חבצלת השרון,16,36,-20
350,1110,חבר,74,28,46
310,717,חגור,49,52,-3
370,3764,חגי,31,30,1
310,205,חגלה,22,22,0
370,4026,חד-נס,33,57,-24
310,618,חדיד,39,50,-11
150,6500,חדרה,3341,2275,1066
330,160,חולדה,79,3,76
140,6600,חולון,5190,5892,-702
330,1239,חולית,16,9,7
330,253,חולתה,59,35,24
310,662,חוסן,52,56,-4
450,1332,חוסנייה,17,11,6
350,115,חופית,67,60,7
330,374,חוקוק,44,61,-17
260,1303,חורה,192,82,110
280,496,חורפיש,29,30,-1
330,355,חורשים,10,16,-6
310,1047,חזון,8,21,-13
310,219,חיבת ציון,49,62,-13
370,3643,חיננית,97,69,28
130,4000,חיפה,7501,9870,-2369
310,162,חירות,74,61,13
370,1272,חלוץ,21,13,8
370,3573,חלמיש,11,49,-38
310,820,חלץ,16,19,-3
450,993,חמאם,8,17,-9
310,801,חמד,78,42,36
330,343,חמדיה,23,29,-6
370,3646,חמדת,27,15,12
310,3609,חמרה,5,5,0
310,807,חניאל,54,40,14
330,280,חניתה,35,40,-5
330,1257,חנתון,32,25,7
370,4005,חספין,78,77,1
330,363,חפץ חיים,23,12,11
330,90,חפצי-בה,68,20,48
310,700,חצב,50,44,6
310,13,חצבה,21,19,2
330,406,חצור-אשדוד,33,19,14
180,2034,חצור הגלילית,247,384,-137
330,397,חצרים,29,26,3
310,422,חרב לאת,42,58,-16
350,1024,חרוצים,29,47,-18
190,1247,חריש,2145,45,2100
370,3717,חרמש,16,30,-14
370,1209,חרשים,17,15,2
190,3770,חשמונאים,144,241,-97
160,6700,טבריה,1246,1491,-245
280,962,טובא-זנגרייה,45,59,-14
270,498,טורעאן,56,99,-43
260,2730,טייבה,217,180,37
450,497,טייבה (בעמק),11,21,-10
260,2720,טירה,173,104,69
310,663,טירת יהודה,38,59,-21
160,2100,טירת כרמל,1156,503,653
330,268,טירת צבי,30,41,-11
370,1181,טל-אל,64,38,26
310,462,טל שחר,60,32,28
330,1177,טללים,43,24,19
190,3788,טלמון,210,150,60
260,8900,טמרה,146,137,9
450,547,טמרה (יזרעאל),8,19,-11
370,3743,טנא,39,35,4
310,1214,טפחות,10,13,-3
280,1295,יאנוח-ג'ת,36,45,-9
310,1232,יבול,5,23,-18
190,46,יבנאל,174,141,33
160,2660,יבנה,1766,1274,492
330,96,יגור,27,77,-50
310,798,יגל,43,29,14
190,577,יד בנימין,183,186,-3
320,1134,יד השמונה,20,2,18
330,758,יד חנה,65,33,32
330,358,יד מרדכי,51,37,14
310,775,יד נתן,25,22,3
310,64,"יד רמב""ם",50,47,3
160,9400,יהוד,1079,1019,60
330,1158,יהל,28,21,7
310,2009,יובל,26,29,-3
370,1226,יובלים,46,48,-2
320,1112,יודפת,65,14,51
320,4007,יונתן,24,22,2
310,803,יושיביה,38,10,28
330,452,יזרעאל,14,20,-6
330,409,יחיעם,47,40,7
330,866,יטבתה,20,30,-10
320,3607,"ייט""ב",11,15,-4
310,811,יכיני,45,40,5
310,753,ינוב,47,71,-24
310,2011,ינון,48,52,-4
350,29,יסוד המעלה,91,104,-13
320,440,יסודות,15,9,6
330,575,יסעור,66,11,55
310,1138,יעד,18,21,-3
350,1044,יעף,8,17,-9
310,795,יערה,17,23,-6
270,499,יפיע,171,224,-53
310,3566,יפית,21,6,15
330,134,יפעת,26,36,-10
330,453,יפתח,32,32,0
370,3749,יצהר,57,55,2
310,759,יציץ,50,26,24
330,417,יקום,15,3,12
190,3647,יקיר,121,74,47
310,241,יקנעם (מושבה),47,61,-14
160,240,יקנעם עילית,942,510,432
330,623,יראון,11,21,-10
310,2026,ירדנה,21,10,11
180,831,ירוחם,433,373,60
120,3000,ירושלים,11090,17098,-6008
310,718,ירחיב,68,37,31
270,502,ירכא,60,60,0
310,183,ירקונה,39,32,7
310,916,ישע,33,8,25
310,805,ישעי,19,26,-7
310,828,ישרש,63,42,21
310,1227,יתד,54,16,38
270,504,כאבול,85,74,11
290,505,כאוכב אבו אל-היג'א,36,27,9
330,576,כברי,46,26,20
340,371,כדורי,7,21,-14
370,1338,כדיתה,26,14,12
190,3564,כוכב השחר,85,100,-15
180,1224,כוכב יאיר,327,503,-176
180,3779,כוכב יעקב,390,417,-27
310,824,כוכב מיכאל,51,60,-9
350,1252,כורזים,16,24,-8
310,1210,כחל,38,17,21
450,1367,כחלה,11,3,8
330,840,כיסופים,12,31,-19
330,1153,כישור,7,0,7
370,1183,כליל,88,45,43
310,1229,כלנית,7,16,-9
450,1331,כמאנה,18,20,-2
310,1291,כמהין,10,7,3
370,1201,כמון,51,50,1
340,2006,כנות,8,6,2
310,4028,כנף,16,15,1
350,63,כנרת (מושבה),42,27,15
330,57,כנרת (קבוצה),24,26,-2
260,1059,כסיפה,137,169,-32
310,859,כסלון,19,33,-14
280,1296,כסרא-סמיע,52,58,-6
280,978,כעביה-טבאש-חג'אג'רה,44,57,-13
310,857,כפר אביב,19,50,-31
190,3638,כפר אדומים,139,129,10
310,364,כפר אוריה,43,42,1
310,690,כפר אחים,27,31,-4
310,220,כפר ביאליק,57,38,19
310,177,"כפר ביל""ו",57,70,-13
330,357,כפר בלום,60,18,42
310,2010,כפר בן נון,49,26,23
290,633,כפר ברא,26,28,-2
310,132,כפר ברוך,24,8,16
310,106,כפר גדעון,24,21,3
340,427,כפר גלים,14,5,9
330,310,כפר גליקסון,16,13,3
330,76,כפר גלעדי,26,9,17
320,707,כפר דניאל,37,42,-5
190,3796,כפר האורנים,98,69,29
330,192,כפר החורש,22,4,18
330,254,כפר המכבי,23,19,4
310,582,כפר הנגיד,46,55,-9
340,890,כפר הנוער הדתי,4,7,-3
330,443,כפר הנשיא,16,34,-18
310,187,כפר הס,39,58,-19
310,217,"כפר הרא""ה",77,113,-36
310,888,"כפר הרי""ף",33,55,-22
191,190,כפר ויתקין,99,105,-6
310,320,כפר ורבורג,39,52,-13
180,1263,כפר ורדים,266,270,-4
340,1325,כפר זוהרים,4,6,-2
310,786,כפר זיתים,22,24,-2
180,696,"כפר חב""ד",106,159,-53
310,609,כפר חושן,58,36,22
320,255,כפר חיטים,26,27,-1
310,193,כפר חיים,34,20,14
370,1297,כפר חנניה,34,26,8
310,112,כפר חסידים א',52,52,0
350,889,כפר חסידים ב',19,113,-94
330,4004,כפר חרוב,24,12,12
310,673,כפר טרומן,49,45,4
280,507,כפר יאסיף,167,155,12
310,233,כפר ידידיה,20,45,-25
310,140,כפר יהושע,80,34,46
160,168,כפר יונה,831,855,-24
310,85,כפר יחזקאל,47,30,17
310,170,כפר יעבץ,28,38,-10
290,508,כפר כמא,23,15,8
260,509,כפר כנא,122,156,-34
310,387,כפר מונש,39,40,-1
310,1095,כפר מימון,37,17,20
310,98,"כפר מל""ל",16,5,11
270,510,כפר מנדא,97,65,32
330,297,כפר מסריק,13,14,-1
290,512,כפר מצר,31,26,5
310,764,כפר מרדכי,29,37,-8
310,316,כפר נטר,64,70,-6
330,345,כפר סאלד,44,41,3
140,6900,כפר סבא,3461,3505,-44
340,107,כפר סילבר,15,21,-6
310,249,כפר סירקין,108,60,48
330,845,כפר עזה,32,28,4
330,3488,כפר עציון,38,22,16
310,189,כפר פינס,28,36,-8
260,634,כפר קאסם,116,101,15
310,388,כפר קיש,39,27,12
270,654,כפר קרע,164,176,-12
330,579,כפר ראש הנקרה,39,36,3
310,1130,כפר רוזנואלד (זרעית),6,1,5
330,295,כפר רופין,18,19,-1
310,1166,כפר רות,16,17,-1
310,605,כפר שמאי,34,40,-6
310,743,כפר שמואל,62,42,20
350,267,כפר שמריהו,128,157,-29
190,47,כפר תבור,270,190,80
370,3572,כפר תפוח,100,42,58
370,1285,כרכום,16,44,-28
310,664,כרם בן זמרה,7,15,-8
350,88,כרם בן שמן,1,2,-1
340,1094,כרם יבנה (ישיבה),6,33,-27
310,580,"כרם מהר""ל",65,58,7
330,1085,כרם שלום,1,15,-14
350,1264,כרמי יוסף,94,88,6
370,3766,כרמי צור,16,71,-55
370,1374,כרמי קטיף,137,0,137
160,1139,כרמיאל,1248,1614,-366
330,768,כרמייה,32,51,-19
330,1198,כרמים,18,1,17
320,3656,כרמל,43,37,6
350,1207,לבון,43,30,13
330,585,לביא,28,44,-16
310,1230,לבנים,32,41,-9
330,2023,להב,33,15,18
330,380,להבות הבשן,49,51,-2
330,715,להבות חביבה,35,14,21
180,1271,להבים,197,296,-99
150,7000,לוד,1937,2407,-470
310,52,לוזית,38,9,29
330,595,לוחמי הגיטאות,36,9,27
330,1171,לוטם,26,17,9
330,1255,לוטן,33,38,-5
310,674,לימן,37,50,-13
310,24,לכיש,7,28,-21
190,1310,לפיד,89,138,-49
310,1173,לפידות,13,8,5
270,1060,לקיה,143,78,65
310,2055,מאור,53,42,11
340,102,מאיר שפיה,4,22,-18
320,771,מבוא ביתר,74,49,25
370,3569,מבוא דותן,26,32,-6
192,3709,מבוא חורון,41,84,-43
330,4204,מבוא חמה,21,11,10
370,1141,מבוא מודיעים,5,19,-14
340,1318,מבואות ים,10,7,3
350,1080,מבועים,83,55,28
310,829,מבטחים,17,18,-1
310,573,מבקיעים,18,10,8
160,1015,מבשרת ציון,909,1613,-704
270,516,מג'ד אל-כרום,77,99,-22
270,4201,מג'דל שמס,62,69,-7
260,481,מגאר,140,132,8
310,689,מגדים,43,35,8
350,65,מגדל,88,107,-19
160,874,מגדל העמק,644,912,-268
330,3561,מגדל עוז,24,51,-27
370,3751,מגדלים,40,26,14
330,586,מגידו,19,22,-3
330,375,מגל,33,28,5
330,695,מגן,7,26,-19
310,1155,מגן שאול,32,27,5
310,722,מגשימים,48,40,8
310,2029,מדרך עוז,19,55,-36
350,1140,מדרשת בן גוריון,125,95,30
340,897,מדרשת רופין,1,1,0
150,1200,מודיעין-מכבים-רעות*,2613,2573,40
150,3797,מודיעין עילית,1177,1184,-7
320,269,מולדת,41,17,24
350,208,מוצא עילית,175,33,142
290,635,מוקייבלה,43,61,-18
330,1163,מורן,32,23,9
370,1178,מורשת,24,53,-29
310,606,מזור,70,77,-7
170,28,מזכרת בתיה,957,425,532
330,104,מזרע,28,10,18
290,517,מזרעה,40,51,-11
310,3599,מחולה,26,21,5
350,1196,מחנה יתיר,5,8,-3
330,308,מחניים,62,41,21
310,776,מחסיה,33,22,11
350,43,מטולה,119,123,-4
310,822,מטע,44,75,-31
320,1128,מי עמי,17,8,9
310,2054,מיטב,23,18,5
450,649,מייסר,25,30,-5
310,4019,מיצר,10,0,10
330,1282,מירב,18,23,-5
310,607,מירון,39,28,11
310,731,מישר,36,39,-3
180,1268,מיתר,559,375,184
310,3614,מכורה,3,12,-9
450,1343,מכחול,58,0,58
310,382,מכמורת,62,78,-16
370,1202,מכמנים,45,19,26
310,164,מלאה,2,13,-11
310,2044,מלילות,32,19,13
330,596,מלכייה,18,33,-15
340,1154,מלכישוע,4,0,4
310,2030,מנוחה,19,19,0
310,1174,מנוף,44,34,10
310,1205,מנות,33,26,7
350,48,מנחמיה,58,41,17
330,347,מנרה,22,17,5
450,994,מנשית זבדה,15,5,10
370,1258,מסד,19,31,-12
330,263,מסדה,32,40,-8
330,298,מסילות,29,20,9
310,742,מסילת ציון,46,66,-20
310,748,מסלול,34,36,-2
290,4203,מסעדה,29,31,-2
330,197,מעברות,8,11,-3
190,1082,מעגלים,53,50,3
330,678,מעגן,15,21,-6
330,694,מעגן מיכאל,32,75,-43
330,272,מעוז חיים,44,29,15
320,3657,מעון,13,21,-8
310,570,מעונה,50,77,-27
330,416,מעיין ברוך,34,38,-4
330,290,מעיין צבי,35,20,15
290,518,מעיליא,16,45,-29
160,3616,מעלה אדומים,978,1472,-494
350,3608,מעלה אפרים,47,81,-34
330,1127,מעלה גלבוע,19,32,-13
310,4008,מעלה גמלא,20,9,11
330,286,מעלה החמישה,44,30,14
370,3752,מעלה לבונה,46,69,-23
370,3651,מעלה מכמש,81,55,26
270,1327,מעלה עירון,98,96,2
370,3653,מעלה עמוס,46,25,21
370,3637,מעלה שומרון,40,67,-27
160,1063,מעלות-תרשיחא,568,744,-176
330,344,מענית,23,10,13
310,230,מעש,51,50,1
330,668,מפלסים,38,30,8
320,3745,מצדות יהודה,50,22,28
330,325,מצובה,28,35,-7
310,757,מצליח,65,80,-15
350,58,מצפה,10,6,4
370,1222,"מצפה אבי""ב",40,39,1
370,1370,מצפה אילן,38,1,37
190,3576,מצפה יריחו,113,108,5
370,1190,מצפה נטופה,70,20,50
180,99,מצפה רמון,386,397,-11
330,3610,מצפה שלם,20,11,9
330,648,מצר,1,12,-11
340,22,מקווה ישראל,22,18,4
310,843,מרגליות,13,18,-5
330,4101,מרום גולן,13,20,-7
370,1340,מרחב עם,56,28,28
310,97,מרחביה (מושב),22,24,-2
330,66,מרחביה (קיבוץ),39,132,-93
190,1098,מרכז שפירא,62,127,-65
330,421,משאבי שדה,9,48,-39
310,765,משגב דב,29,33,-4
330,378,משגב עם,23,24,-1
280,520,משהד,70,90,-20
310,3605,משואה,7,3,4
320,620,משואות יצחק,10,12,-2
370,3785,משכיות,9,0,9
310,670,משמר איילון,39,20,19
330,563,משמר דוד,50,31,19
310,732,משמר הירדן,73,33,40
330,395,משמר הנגב,72,46,26
330,130,משמר העמק,26,36,-10
310,729,משמר השבעה,28,61,-33
330,194,משמר השרון,6,24,-18
330,213,משמרות,58,22,36
310,425,משמרת,47,44,3
310,791,משען,17,31,-14
190,1315,מתן,105,105,0
370,1184,מתת,8,11,-3
320,3648,מתתיהו,19,18,1
310,4551,נאות גולן,42,28,14
310,1124,נאות הכיכר,17,7,10
330,408,נאות מרדכי,34,19,15
330,1197,נאות סמדר,15,11,4
290,524,נאעורה,15,5,10
330,315,נגבה,32,25,7
370,3724,נגוהות,37,6,31
350,309,נהורה,35,40,-5
310,80,נהלל,61,51,10
150,9100,נהרייה,1836,1951,-115
310,4304,נוב,44,21,23
310,55,נוגה,20,33,-13
310,1366,נווה,35,22,13
330,590,נווה אור,31,15,16
310,4303,"נווה אטי""ב",12,10,2
320,405,נווה אילן,40,30,10
330,296,נווה איתן,21,28,-7
190,3725,נווה דניאל,154,150,4
350,1057,נווה זוהר,2,13,-11
370,1314,נווה זיו,55,32,23
330,1279,נווה חריף,2,5,-3
330,312,נווה ים,8,23,-15
310,686,נווה ימין,108,151,-43
310,858,נווה ירק,75,102,-27
310,827,נווה מבטח,33,30,3
310,1071,נווה מיכאל,70,21,49
350,1259,נווה שלום,28,12,16
310,15,נועם,19,19,0
190,1333,נוף איילון,72,142,-70
350,3790,נופים,45,29,16
