סמל צורת יישוב,סמל יישוב,שם יישוב,נכנסים,יוצאים,מאזן הגירה פנימית
190,3560,אלקנה,162,245,-83
310,772,אמונים,55,45,10
310,1064,אמירים,63,45,18
310,1253,אמנון,80,13,67
320,23,אמציה,5,115,-110
310,4012,אניעם,29,27,2
370,3754,אספר,111,49,62
270,529,אעבלין,88,102,-14
330,4301,אפיק,17,9,8
330,176,אפיקים,43,53,-10
330,313,אפק,36,10,26
170,3650,אפרת,845,437,408
310,701,ארבל,17,28,-11
310,3598,ארגמן,6,5,1
330,714,ארז,49,16,33
160,3570,אריאל,568,839,-271
350,1324,ארסוף,9,11,-2
310,71,אשבול,49,34,15
330,1276,אשבל,3,7,-4
130,70,אשדוד,3823,6658,-2835
330,199,אשדות יעקב (איחוד),33,30,3
330,188,אשדות יעקב (מאוחד),51,45,6
370,1188,אשחר,63,36,27
370,3722,אשכולות,46,46,0
340,2021,אשל הנשיא,12,16,-4
370,1152,אשלים,34,17,17
140,7100,אשקלון,4543,3658,885
370,1256,אשרת,50,16,34
310,740,אשתאול,52,92,-40
260,6000,באקה אל-גרביה,305,243,62
370,21,באר אורה,127,62,65
370,1376,באר גנים,241,46,195
310,155,באר טוביה,121,43,78
160,2530,באר יעקב,2017,916,1101
310,1278,באר מילכה,1,8,-7
130,9000,באר שבע,4555,6862,-2307
330,450,בארות יצחק,19,27,-8
310,697,בארותיים,33,57,-24
330,399,בארי,13,9,4
310,559,בוסתן הגליל,50,71,-21
280,482,בועיינה-נוג'ידאת,65,67,-2
280,4001,בוקעאתא,17,24,-7
310,698,בורגתה,74,54,20
330,2043,בחן,55,28,27
310,762,בטחה,15,34,-19
310,234,ביצרון,47,50,-3
280,998,ביר אל-מכסור,61,37,24
280,1348,ביר הדאג',12,6,6
350,368,בירייה,65,81,-16
330,317,בית אורן,41,13,28
180,3574,בית אל,206,434,-228
310,562,בית אלעזרי,42,59,-17
330,95,בית אלפא,28,46,-18
180,3652,בית אריה-עופרים,264,219,45
340,1076,בית ברל,3,6,-3
270,480,בית ג'ן,70,66,4
330,619,בית גוברין,26,22,4
310,571,בית גמליאל,41,63,-22
180,466,בית דגן,312,320,-8
310,723,בית הגדי,57,52,5
310,373,בית הלוי,38,25,13
310,322,בית הלל,43,72,-29
330,572,בית העמק,30,14,16
330,3645,בית הערבה,68,15,53
330,242,בית השיטה,54,54,0
350,353,בית זיד,8,1,7
310,710,בית זית,108,100,8
330,143,בית זרע,34,50,-16
370,3575,בית חורון,93,47,46
320,877,בית חירות,39,39,0
310,2033,בית חלקיה,34,37,-3
310,159,בית חנן,16,23,-7
310,800,בית חנניה,29,45,-16
190,1050,בית חשמונאי,75,93,-18
310,288,בית יהושע,60,84,-24
310,265,בית יוסף,20,9,11
310,200,בית ינאי,18,30,-12
191,326,בית יצחק-שער חפר,102,80,22
310,430,בית לחם הגלילית,50,39,11
310,751,בית מאיר,42,56,-14
310,784,בית נחמיה,45,42,3
330,16,בית ניר,3,6,-3
310,672,בית נקופה,43,34,9
310,202,בית עובד,17,9,8
310,301,בית עוזיאל,25,50,-25
310,756,בית עזרא,36,49,-13
310,604,בית עריף,51,50,1
340,212,בית צבי,6,35,-29
330,598,בית קמה,22,19,3
330,365,בית קשת,43,36,7
340,848,בית רבן,94,168,-74
330,1162,בית רימון,89,27,62
170,9200,בית שאן,452,521,-69
140,2610,בית שמש,4676,3112,1564
310,248,בית שערים,29,13,16
310,747,בית שקמה,32,54,-22
310,252,ביתן אהרן,44,10,34
150,3780,ביתר עילית,1723,1672,51
310,94,בלפוריה,28,22,6
310,760,בן זכאי,34,28,6
310,712,בן עמי,34,54,-20
340,1084,בן שמן (כפר נוער),11,12,-1
310,2013,בן שמן (מושב),45,48,-3
130,6100,בני ברק,4538,6031,-1493
370,1368,בני דקלים,197,19,178
320,592,בני דרום,40,7,33
320,386,בני דרור,48,53,-5
370,4015,בני יהודה,59,59,0
310,1363,בני נצרים,50,27,23
310,448,בני עטרות,57,63,-6
180,1066,"בני עי""ש",167,292,-125
310,418,בני ציון,70,72,-2
310,588,בני ראם,53,53,0
310,685,בניה,28,51,-23
170,9800,בנימינה-גבעת עדה*,640,638,2
270,1326,"בסמ""ה",73,97,-24
280,944,בסמת טבעון,67,94,-27
280,483,בענה,92,110,-18
310,389,בצרה,55,76,-21
310,589,בצת,15,5,10
310,864,בקוע,57,26,31
310,3612,בקעות,6,5,1
310,823,בר גיורא,37,48,-11
370,1191,בר יוחאי,49,49,0
370,3744,ברוכין,38,17,21
330,428,ברור חיל,29,46,-17
310,2060,ברוש,47,18,29
190,3710,ברכה,132,74,58
310,746,ברכיה,38,57,-19
330,667,ברעם,11,7,4
310,141,ברק,10,13,-3
330,617,ברקאי,16,15,1
370,3654,ברקן,97,70,27
191,2038,ברקת,95,81,14
350,1323,בת הדר,36,43,-7
350,1361,בת חן,18,18,0
180,1319,בת חפר,163,240,-77
140,6200,בת ים,3783,5802,-2019
370,3794,בת עין,82,111,-29
310,33,בת שלמה,35,39,-4
260,1292,ג'דיידה-מכר,204,260,-56
280,485,ג'ולס,46,39,7
270,627,ג'לג'וליה,60,106,-46
270,541,ג'סר א-זרקא,61,146,-85
290,487,ג'ש (גוש חלב),24,38,-14
270,628,ג'ת,164,98,66
310,872,גאולי תימן,5,12,-7
310,379,גאולים,50,46,4
310,853,גאליה,34,63,-29
330,352,גבולות,27,28,-1
330,424,גבים,25,38,-13
330,86,גבע,4,23,-19
180,3763,גבע בנימין,274,261,13
310,683,גבע כרמל,53,66,-13
310,2014,גבעולים,16,23,-7
370,3644,גבעון החדשה,63,107,-44
370,1344,גבעות בר,124,36,88
190,1293,גבעת אבני,141,78,63
370,1288,גבעת אלה,91,126,-35
193,147,גבעת ברנר,37,67,-30
330,870,גבעת השלושה,32,25,7
170,3730,גבעת זאב,1062,1126,-64
310,207,"גבעת ח""ן",15,6,9
330,2018,גבעת חיים (איחוד),58,25,33
330,173,גבעת חיים (מאוחד),15,19,-4
310,4021,גבעת יואב,37,38,-1
310,787,גבעת יערים,87,110,-23
310,919,גבעת ישעיהו,35,38,-3
310,802,"גבעת כ""ח",40,80,-40
310,360,"גבעת ניל""י",31,31,0
330,703,גבעת עוז,6,12,-6
160,681,גבעת שמואל,1273,1194,79
340,566,גבעת שמש,0,2,-2
310,1077,גבעת שפירא,13,5,8
310,793,גבעתי,39,30,9
150,6300,גבעתיים,3828,4065,-237
330,342,גברעם,3,13,-10
330,133,גבת,11,21,-10
330,35,גדות,7,14,-7
310,145,גדיש,15,11,4
350,442,גדעונה,26,17,9
160,2550,גדרה,764,798,-34
330,852,גונן,13,28,-15
310,755,גורן,9,18,-9
350,1219,גורנות הגליל,12,25,-13
330,457,גזית,15,17,-2
330,370,גזר,6,7,-1
310,706,גיאה,31,31,0
350,196,גיבתון,18,12,6
350,1043,גיזו,7,4,3
370,1204,גילון,89,33,56
310,736,גילת,78,78,0
330,262,גינוסר,23,25,-2
330,92,גיניגר,17,23,-6
310,863,גינתון,60,61,-1
370,1206,גיתה,8,6,2
310,3613,גיתית,26,15,11
330,393,גלאון,39,11,28
330,3606,גלגל,26,9,17
330,346,גליל ים,13,10,3
330,369,גלעד (אבן יצחק),1,9,-8
310,745,גמזו,26,48,-22
310,1072,גן הדרום,32,18,14
310,225,גן השומרון,55,45,10
310,239,גן חיים,35,60,-25
310,734,גן יאשיה,48,46,2
160,166,גן יבנה,793,880,-87
190,1274,גן נר,54,112,-58
310,311,גן שורק,14,8,6
330,144,גן שלמה,3,8,-5
330,72,גן שמואל,13,12,1
310,836,גנות,20,26,-6
350,549,גנות הדר,45,46,-1
350,1103,גני הדר,23,13,10
370,1371,גני טל,71,24,47
310,862,גני יוחנן,26,34,-8
190,3823,גני מודיעין,272,252,20
350,218,גני עם,7,11,-4
160,229,גני תקווה,1503,619,884
330,842,געש,50,8,42
330,463,געתון,20,18,2
310,39,גפן,26,26,0
330,1129,גרופית,12,17,-5
330,4022,גשור,12,17,-5
330,305,גשר,26,21,5
330,574,גשר הזיו,36,62,-26
330,340,גת (קיבוץ),57,13,44
350,128,גת רימון,12,4,8
270,494,דאלית אל-כרמל,108,119,-11
310,146,דבורה,19,34,-15
270,489,דבורייה,68,93,-25
330,849,דבירה,28,31,-3
330,407,דברת,64,10,54
330,62,דגניה א',9,22,-13
330,79,דגניה ב',22,11,11
310,1067,"דוב""ב",9,17,-8
370,3747,דולב,114,57,57
310,738,דור,24,28,-4
330,336,דורות,37,29,8
450,475,דחי,9,11,-2
270,490,דייר אל-אסד,91,116,-25
270,492,דייר חנא,53,119,-66
440,493,דייר ראפאת,5,4,1
160,2200,דימונה,846,979,-133
310,2063,דישון,8,26,-18
330,300,דלייה,20,17,3
310,431,דלתון,19,28,-9
450,1317,דמיידה,3,8,-5
330,303,דן,29,34,-5
330,302,דפנה,54,56,-2
310,1241,דקל,22,8,14
450,1349,דריג'את,32,13,19
330,702,האון,9,11,-2
320,675,הבונים,28,14,14
330,356,הגושרים,48,39,9
310,191,הדר עם,22,31,-9
150,9700,הוד השרון,2465,2265,200
340,1322,הודיות,1,1,0
310,726,הודייה,38,35,3
190,1186,הושעיה,96,87,9
330,250,הזורע,49,17,32
310,307,הזורעים,35,30,5
330,434,החותרים,52,26,26
310,684,היוגב,41,45,-4
370,1208,הילה,38,29,9
330,377,המעפיל,38,22,16
330,677,הסוללים,32,34,-2
330,423,העוגן,23,8,15
190,3769,הר אדר,163,178,-15
370,3603,הר גילה,87,79,8
330,1261,הר עמשא,17,4,13
330,464,הראל,3,15,-12
330,1249,הרדוף,8,20,-12
150,6400,הרצלייה,4474,3410,1064
370,1203,הררית,58,18,40
310,3639,ורד יריחו,22,7,15
350,1133,ורדון,8,17,-9
310,815,זבדיאל,48,22,26
310,44,זוהר,10,19,-9
330,584,זיקים,53,29,24
310,788,זיתן,24,60,-36
160,9300,זכרון יעקב,769,1023,-254
310,799,זכריה,52,51,1
280,1290,זמר,112,84,28
310,1065,זמרת,55,33,22
310,816,זנוח,30,21,9
310,2064,זרועה,50,27,23
280,975,זרזיר,62,61,1
310,818,זרחיה,34,33,1
450,1321,ח'ואלד,10,9,1
310,235,חבצלת השרון,8,18,-10
350,1110,חבר,63,25,38
310,717,חגור,49,50,-1
370,3764,חגי,42,32,10
310,205,חגלה,40,29,11
370,4026,חד-נס,45,66,-21
310,618,חדיד,22,48,-26
150,6500,חדרה,3351,3239,112
330,160,חולדה,73,23,50
140,6600,חולון,5508,5794,-286
330,1239,חולית,12,12,0
330,253,חולתה,60,34,26
310,662,חוסן,57,67,-10
450,1332,חוסנייה,31,7,24
350,115,חופית,55,37,18
330,374,חוקוק,14,44,-30
260,1303,חורה,227,99,128
280,496,חורפיש,43,34,9
330,355,חורשים,11,10,1
310,1047,חזון,8,30,-22
310,219,חיבת ציון,43,42,1
370,3643,חיננית,110,115,-5
130,4000,חיפה,8232,10558,-2326
310,162,חירות,25,51,-26
370,1272,חלוץ,48,24,24
310,820,חלץ,28,19,9
310,801,"חמ""ד",88,49,39
450,993,חמאם,24,24,0
330,343,חמדיה,40,24,16
370,3646,חמדת,17,6,11
310,3609,חמרה,10,13,-3
310,807,חניאל,31,43,-12
330,280,חניתה,14,23,-9
330,1257,חנתון,31,21,10
190,4005,חספין,71,111,-40
330,363,חפץ חיים,45,70,-25
330,90,חפצי-בה,7,18,-11
310,700,חצב,58,50,8
310,13,חצבה,31,22,9
330,406,חצור-אשדוד,19,5,14
180,2034,חצור הגלילית,359,433,-74
330,397,חצרים,27,17,10
310,422,חרב לאת,56,28,28
350,1024,חרוצים,49,63,-14
170,1247,חריש,5821,538,5283
370,3717,חרמש,20,28,-8
370,1209,חרשים,16,14,2
190,3770,חשמונאים,162,256,-94
160,6700,טבריה,1481,1649,-168
280,962,טובא-זנגרייה,43,60,-17
270,498,טורעאן,86,112,-26
260,2730,טייבה,323,180,143
450,497,טייבה (בעמק),8,18,-10
260,2720,טירה,123,144,-21
310,663,טירת יהודה,39,52,-13
160,2100,טירת כרמל,1246,719,527
330,268,טירת צבי,21,42,-21
370,1181,טל-אל,46,36,10
310,462,טל שחר,100,110,-10
330,1177,טללים,38,27,11
190,3788,טלמון,257,152,105
260,8900,טמרה,135,137,-2
450,547,טמרה (יזרעאל),10,16,-6
370,3743,טנא,56,62,-6
310,1214,טפחות,8,28,-20
280,1295,יאנוח-ג'ת,36,67,-31
310,1232,יבול,5,17,-12
190,46,יבנאל,100,182,-82
160,2660,יבנה,1603,1552,51
330,96,יגור,23,70,-47
310,798,יגל,33,56,-23
190,577,יד בנימין,171,183,-12
320,1134,יד השמונה,7,17,-10
330,758,יד חנה,61,40,21
330,358,יד מרדכי,36,59,-23
310,775,יד נתן,37,19,18
310,64,"יד רמב""ם",57,31,26
160,9400,יהוד,961,1216,-255
330,1158,יהל,39,20,19
310,2009,יובל,32,25,7
370,1226,יובלים,43,72,-29
320,1112,יודפת,40,20,20
320,4007,יונתן,47,14,33
310,803,יושיביה,46,36,10
330,452,יזרעאל,7,12,-5
330,409,יחיעם,57,43,14
330,866,יטבתה,27,18,9
320,3607,"ייט""ב",14,18,-4
310,811,יכיני,42,38,4
310,753,ינוב,49,63,-14
310,2011,ינון,61,57,4
350,29,יסוד המעלה,97,97,0
320,440,יסודות,10,31,-21
330,575,יסעור,18,17,1
310,1138,יעד,11,19,-8
350,1044,יעף,12,23,-11
310,795,יערה,18,17,1
270,499,יפיע,183,209,-26
310,3566,יפית,5,5,0
330,134,יפעת,65,11,54
330,453,יפתח,28,13,15
370,3749,יצהר,91,76,15
310,759,יציץ,56,62,-6
330,417,יקום,14,7,7
190,3647,יקיר,122,77,45
310,241,יקנעם (מושבה),79,84,-5
160,240,יקנעם עילית,863,664,199
330,623,יראון,17,28,-11
310,2026,ירדנה,10,12,-2
170,831,ירוחם,507,360,147
120,3000,ירושלים,11857,20097,-8240
310,718,ירחיב,23,40,-17
270,502,ירכא,59,83,-24
310,183,ירקונה,12,21,-9
310,916,ישע,14,13,1
310,805,ישעי,44,52,-8
310,828,ישרש,34,61,-27
310,1227,יתד,47,18,29
270,504,כאבול,82,76,6
290,505,כאוכב אבו אל-היג'א,56,52,4
330,576,כברי,43,42,1
340,371,כדורי,4,26,-22
370,1338,כדיתה,9,24,-15
190,3564,כוכב השחר,141,105,36
180,1224,כוכב יאיר,351,483,-132
180,3779,כוכב יעקב,377,360,17
310,824,כוכב מיכאל,44,61,-17
350,1252,כורזים,36,34,2
310,1210,כחל,33,25,8
450,1367,כחלה,37,10,27
330,840,כיסופים,18,4,14
330,1153,כישור,7,0,7
370,1183,כליל,72,31,41
310,1229,כלנית,5,3,2
450,1331,כמאנה,18,11,7
310,1291,כמהין,9,5,4
370,1201,כמון,24,32,-8
340,2006,כנות,13,14,-1
310,4028,כנף,11,14,-3
350,63,כנרת (מושבה),42,55,-13
330,57,כנרת (קבוצה),16,17,-1
260,1059,כסיפה,250,131,119
310,859,כסלון,28,34,-6
280,1296,כסרא-סמיע,49,49,0
280,978,כעביה-טבאש-חג'אג'רה,31,54,-23
310,857,כפר אביב,49,35,14
190,3638,כפר אדומים,227,152,75
310,364,כפר אוריה,36,24,12
310,690,כפר אחים,43,36,7
310,220,כפר ביאליק,40,41,-1
310,177,"כפר ביל""ו",48,49,-1
330,357,כפר בלום,31,45,-14
310,2010,כפר בן נון,44,33,11
290,633,כפר ברא,22,29,-7
310,132,כפר ברוך,31,23,8
310,106,כפר גדעון,9,21,-12
340,427,כפר גלים,14,29,-15
330,310,כפר גליקסון,28,9,19
330,76,כפר גלעדי,18,24,-6
320,707,כפר דניאל,23,31,-8
190,3796,כפר האורנים,50,88,-38
330,192,כפר החורש,21,21,0
330,254,כפר המכבי,26,22,4
310,582,כפר הנגיד,51,38,13
340,890,כפר הנוער הדתי,6,9,-3
330,443,כפר הנשיא,18,11,7
310,187,כפר הס,52,42,10
310,217,"כפר הרא""ה",77,70,7
310,888,"כפר הרי""ף",28,38,-10
310,190,כפר ויתקין,44,89,-45
310,320,כפר ורבורג,46,46,0
180,1263,כפר ורדים,281,403,-122
340,1325,כפר זוהרים,0,15,-15
310,786,כפר זיתים,20,43,-23
180,696,"כפר חב""ד",174,227,-53
310,609,כפר חושן,20,47,-27
320,255,כפר חיטים,26,27,-1
310,193,כפר חיים,41,18,23
370,1297,כפר חנניה,40,34,6
310,112,כפר חסידים א',52,54,-2
350,889,כפר חסידים ב',11,42,-31
330,4004,כפר חרוב,25,13,12
310,673,כפר טרומן,35,49,-14
270,507,כפר יאסיף,133,153,-20
310,233,כפר ידידיה,23,39,-16
310,140,כפר יהושע,53,63,-10
160,168,כפר יונה,2197,828,1369
310,85,כפר יחזקאל,65,40,25
310,170,כפר יעבץ,35,31,4
290,508,כפר כמא,25,7,18
260,509,כפר כנא,151,237,-86
310,387,כפר מונש,50,60,-10
310,1095,כפר מימון,49,12,37
310,98,"כפר מל""ל",13,23,-10
260,510,כפר מנדא,56,93,-37
330,274,כפר מנחם,24,25,-1
330,297,כפר מסריק,32,7,25
290,512,כפר מצר,32,45,-13
310,764,כפר מרדכי,26,32,-6
310,316,כפר נטר,50,98,-48
330,345,כפר סאלד,58,21,37
140,6900,כפר סבא,3208,3384,-176
340,107,כפר סילבר,20,30,-10
310,249,כפר סירקין,50,62,-12
330,845,כפר עזה,54,54,0
330,3488,כפר עציון,14,31,-17
310,189,כפר פינס,28,27,1
260,634,כפר קאסם,158,100,58
310,388,כפר קיש,45,19,26
270,654,כפר קרע,195,174,21
330,579,כפר ראש הנקרה,70,84,-14
310,1130,כפר רוזנואלד (זרעית),6,27,-21
330,295,כפר רופין,52,13,39
310,1166,כפר רות,10,11,-1
310,605,כפר שמאי,39,34,5
310,743,כפר שמואל,41,38,3
350,267,כפר שמריהו,132,96,36
190,47,כפר תבור,213,198,15
370,3572,כפר תפוח,82,56,26
370,1285,כרכום,28,34,-6
310,664,כרם בן זמרה,44,24,20
350,88,כרם בן שמן,5,5,0
340,1094,כרם יבנה (ישיבה),20,49,-29
310,580,"כרם מהר""ל",39,31,8
330,1085,כרם שלום,25,5,20
350,1264,כרמי יוסף,80,109,-29
370,3766,כרמי צור,35,80,-45
370,1374,כרמי קטיף,162,10,152
160,1139,כרמיאל,1074,1891,-817
330,768,כרמייה,29,35,-6
330,1198,כרמים,10,11,-1
320,3656,כרמל,5,24,-19
350,1207,לבון,21,17,4
330,585,לביא,36,48,-12
310,1230,לבנים,29,36,-7
330,2023,להב,65,17,48
330,380,להבות הבשן,77,43,34
330,715,להבות חביבה,45,16,29
180,1271,להבים,321,313,8
150,7000,לוד,2363,2323,40
310,52,לוזית,76,33,43
330,595,לוחמי הגיטאות,36,21,15
330,1171,לוטם,63,52,11
330,1255,לוטן,12,38,-26
310,674,לימן,45,42,3
310,24,לכיש,40,18,22
190,1310,לפיד,79,150,-71
310,1173,לפידות,7,2,5
270,1060,לקיה,227,64,163
310,2055,מאור,106,96,10
340,102,מאיר שפיה,26,24,2
320,771,מבוא ביתר,55,56,-1
370,3569,מבוא דותן,51,15,36
192,3709,מבוא חורון,70,115,-45
330,4204,מבוא חמה,21,14,7
370,1141,מבוא מודיעים,12,19,-7
340,1318,מבואות ים,1,5,-4
350,1080,מבועים,57,70,-13
310,829,מבטחים,23,16,7
310,573,מבקיעים,39,51,-12
160,1015,מבשרת ציון,917,1174,-257
270,516,מג'ד אל-כרום,79,107,-28
270,4201,מג'דל שמס,79,71,8
260,481,מגאר,135,158,-23
310,689,מגדים,75,80,-5
350,65,מגדל,80,93,-13
160,874,מגדל העמק,653,1036,-383
330,3561,מגדל עוז,23,37,-14
370,3751,מגדלים,78,20,58
330,586,מגידו,27,36,-9
330,375,מגל,28,45,-17
330,695,מגן,9,10,-1
310,1155,מגן שאול,38,40,-2
310,722,מגשימים,40,32,8
310,2029,מדרך עוז,43,26,17
350,1140,מדרשת בן גוריון,63,82,-19
340,897,מדרשת רופין,1,0,1
150,1200,מודיעין-מכבים-רעות*,2484,2688,-204
150,3797,מודיעין עילית,1596,1572,24
320,269,מולדת,39,45,-6
350,208,מוצא עילית,131,92,39
290,635,מוקייבלה,32,77,-45
330,1163,מורן,19,26,-7
370,1178,מורשת,82,64,18
310,606,מזור,56,71,-15
170,28,מזכרת בתיה,495,544,-49
330,104,מזרע,21,19,2
290,517,מזרעה,44,39,5
310,3599,מחולה,45,20,25
350,1196,מחנה יתיר,9,1,8
330,308,מחניים,79,40,39
310,776,מחסיה,33,19,14
350,43,מטולה,147,150,-3
310,822,מטע,67,79,-12
320,1128,מי עמי,10,13,-3
310,2054,מיטב,12,14,-2
290,649,מייסר,47,29,18
310,4019,מיצר,13,7,6
330,1282,מירב,21,25,-4
310,607,מירון,39,22,17
310,731,מישר,20,51,-31
180,1268,מיתר,1205,322,883
310,3614,מכורה,9,7,2
450,1343,מכחול,81,10,71
310,382,מכמורת,98,83,15
370,1202,מכמנים,45,18,27
310,164,מלאה,20,29,-9
310,2044,מלילות,40,27,13
330,596,מלכייה,25,19,6
340,1154,מלכישוע,1,0,1
310,2030,מנוחה,23,9,14
310,1174,מנוף,47,43,4
310,1205,מנות,36,32,4
350,48,מנחמיה,42,62,-20
330,347,מנרה,18,29,-11
450,994,מנשית זבדה,33,13,20
370,1258,מסד,13,42,-29
330,263,מסדה,26,40,-14
330,298,מסילות,26,26,0
310,742,מסילת ציון,37,77,-40
310,748,מסלול,28,29,-1
290,4203,מסעדה,36,23,13
330,197,מעברות,9,17,-8
190,1082,מעגלים,50,83,-33
330,678,מעגן,11,7,4
193,694,מעגן מיכאל,38,79,-41
330,272,מעוז חיים,20,28,-8
320,3657,מעון,10,11,-1
310,570,מעונה,51,60,-9
330,416,מעיין ברוך,60,37,23
330,290,מעיין צבי,34,24,10
290,518,מעיליא,23,25,-2
160,3616,מעלה אדומים,887,1511,-624
350,3608,מעלה אפרים,78,101,-23
330,1127,מעלה גלבוע,24,17,7
310,4008,מעלה גמלא,34,15,19
330,286,מעלה החמישה,50,25,25
370,3752,מעלה לבונה,47,25,22
370,3651,מעלה מכמש,77,58,19
270,1327,מעלה עירון,93,121,-28
370,3653,מעלה עמוס,120,29,91
370,3637,מעלה שומרון,42,96,-54
160,1063,מעלות-תרשיחא,850,692,158
330,344,מענית,38,20,18
310,230,מעש,44,67,-23
330,668,מפלסים,45,35,10
320,3745,מצדות יהודה,48,18,30
330,325,מצובה,37,44,-7
310,757,מצליח,65,65,0
350,58,מצפה,14,15,-1
370,1222,"מצפה אבי""ב",75,34,41
370,1370,מצפה אילן,163,5,158
190,3576,מצפה יריחו,132,135,-3
370,1190,מצפה נטופה,30,40,-10
180,99,מצפה רמון,341,462,-121
330,3610,מצפה שלם,10,16,-6
330,648,מצר,17,11,6
340,22,מקווה ישראל,12,13,-1
310,843,מרגליות,29,21,8
330,4101,מרום גולן,40,31,9
370,1340,מרחב עם,39,12,27
310,97,מרחביה (מושב),28,27,1
330,66,מרחביה (קיבוץ),47,145,-98
190,1098,מרכז שפירא,95,101,-6
330,421,משאבי שדה,10,35,-25
310,765,משגב דב,44,39,5
330,378,משגב עם,22,39,-17
280,520,משהד,57,72,-15
310,3605,משואה,12,7,5
320,620,משואות יצחק,16,30,-14
370,3785,משכיות,26,13,13
310,670,משמר איילון,27,25,2
330,563,משמר דוד,89,18,71
310,732,משמר הירדן,46,58,-12
330,395,משמר הנגב,76,20,56
330,130,משמר העמק,19,29,-10
310,729,משמר השבעה,74,41,33
330,194,משמר השרון,17,11,6
330,213,משמרות,77,25,52
310,425,משמרת,26,54,-28
310,791,משען,29,31,-2
190,1315,מתן,107,101,6
370,1184,מתת,8,9,-1
320,3648,מתתיהו,44,27,17
310,4551,נאות גולן,48,44,4
310,1124,נאות הכיכר,9,2,7
330,408,נאות מרדכי,58,38,20
330,1197,נאות סמדר,9,10,-1
290,524,נאעורה,19,13,6
310,396,נבטים,59,50,9
330,315,נגבה,36,20,16
370,3724,נגוהות,24,40,-16
350,309,נהורה,39,55,-16
310,80,נהלל,69,75,-6
150,9100,נהרייה,2068,1933,135
310,4304,נוב,60,40,20
310,55,נוגה,25,15,10
310,1366,נווה,51,62,-11
340,926,נווה אבות,0,2,-2
330,590,נווה אור,15,16,-1
310,4303,"נווה אטי""ב",12,17,-5
320,405,נווה אילן,66,45,21
330,296,נווה איתן,31,32,-1
190,3725,נווה דניאל,83,150,-67
350,1057,נווה זוהר,0,4,-4
370,1314,נווה זיו,48,63,-15
330,1279,נווה חריף,5,10,-5
330,312,נווה ים,2,14,-12
310,686,נווה ימין,56,110,-54
