סמל צורת יישוב,סמל יישוב,שם יישוב,נכנסים,יוצאים,מאזן הגירה פנימית
310,3598,ארגמן,8,6,2
330,714,ארז,25,35,-10
170,3570,אריאל,678,629,49
350,1324,ארסוף,11,17,-6
310,71,אשבול,52,19,33
330,1276,אשבל,7,1,6
130,70,אשדוד,3645,6147,-2502
330,199,אשדות יעקב (איחוד),66,33,33
330,188,אשדות יעקב (מאוחד),42,46,-4
370,1188,אשחר,41,38,3
370,3722,אשכולות,12,17,-5
340,2021,אשל הנשיא,7,13,-6
370,1152,אשלים,47,33,14
140,7100,אשקלון,4593,2760,1833
370,1256,אשרת,52,21,31
310,740,אשתאול,49,33,16
260,6000,באקה אל-גרביה,240,236,4
370,21,באר אורה,121,34,87
370,1376,באר גנים,187,10,177
310,155,באר טוביה,54,38,16
170,2530,באר יעקב,1182,864,318
310,1278,באר מילכה,13,0,13
130,9000,באר שבע,4579,5338,-759
330,450,בארות יצחק,13,18,-5
310,697,בארותיים,47,52,-5
330,399,בארי,35,22,13
310,559,בוסתן הגליל,105,35,70
280,482,בועיינה-נוג'ידאת,58,57,1
280,4001,בוקעאתא,25,28,-3
310,698,בורגתה,48,72,-24
330,2043,בחן,49,27,22
310,762,בטחה,8,16,-8
310,234,ביצרון,46,46,0
280,998,ביר אל-מכסור,50,64,-14
290,1348,ביר הדאג',45,39,6
350,368,בירייה,56,64,-8
330,317,בית אורן,20,5,15
180,3574,בית אל,173,303,-130
310,562,בית אלעזרי,94,71,23
330,95,בית אלפא,14,147,-133
190,3652,בית אריה,344,213,131
340,1076,בית ברל,3,5,-2
270,480,בית ג'ן,69,64,5
330,619,בית גוברין,22,11,11
310,571,בית גמליאל,43,56,-13
180,466,בית דגן,259,300,-41
310,723,בית הגדי,31,21,10
310,373,בית הלוי,46,29,17
310,322,בית הלל,71,64,7
330,572,בית העמק,36,10,26
330,3645,בית הערבה,21,0,21
330,242,בית השיטה,58,50,8
350,353,בית זיד,6,0,6
310,710,בית זית,61,70,-9
330,143,בית זרע,49,25,24
370,3575,בית חורון,44,74,-30
320,877,בית חירות,46,52,-6
310,2033,בית חלקיה,36,29,7
310,159,בית חנן,23,32,-9
310,800,בית חנניה,48,27,21
190,1050,בית חשמונאי,101,116,-15
310,288,בית יהושע,55,66,-11
310,265,בית יוסף,23,21,2
310,200,בית ינאי,18,38,-20
191,326,בית יצחק-שער חפר,87,109,-22
310,430,בית לחם הגלילית,33,44,-11
310,751,בית מאיר,39,60,-21
310,784,בית נחמיה,40,51,-11
330,16,בית ניר,24,6,18
310,672,בית נקופה,85,49,36
310,202,בית עובד,23,18,5
310,301,בית עוזיאל,27,17,10
310,756,בית עזרא,34,60,-26
310,604,בית עריף,37,64,-27
340,212,בית צבי,3,16,-13
330,598,בית קמה,12,8,4
330,365,בית קשת,42,7,35
340,848,בית רבן,118,131,-13
330,1162,בית רימון,42,16,26
170,9200,בית שאן,405,500,-95
140,2610,בית שמש,4458,2541,1917
310,248,בית שערים,20,38,-18
310,747,בית שקמה,33,22,11
310,252,ביתן אהרן,4,11,-7
160,3780,ביתר עילית,1504,1260,244
310,94,בלפוריה,32,27,5
310,760,בן זכאי,35,52,-17
310,712,בן עמי,62,51,11
340,1084,בן שמן (כפר נוער),16,16,0
310,2013,בן שמן (מושב),64,46,18
140,6100,בני ברק,3396,5137,-1741
370,1368,בני דקלים,186,6,180
320,592,בני דרום,40,10,30
320,386,בני דרור,55,52,3
370,4015,בני יהודה,61,86,-25
310,1363,בני נצרים,78,33,45
310,448,בני עטרות,50,35,15
180,1066,"בני עי""ש",169,246,-77
310,418,בני ציון,65,64,1
310,588,בני ראם,38,60,-22
310,685,בניה,41,35,6
170,9800,בנימינה-גבעת עדה*,695,534,161
280,1326,"בסמ""ה",111,63,48
280,944,בסמת טבעון,71,66,5
280,483,בענה,62,67,-5
310,389,בצרה,45,56,-11
310,589,בצת,19,33,-14
310,864,בקוע,34,19,15
310,3612,בקעות,16,7,9
310,823,בר גיורא,57,46,11
370,1191,בר יוחאי,103,51,52
370,3744,ברוכין,19,2,17
330,428,ברור חיל,45,36,9
310,2060,ברוש,32,10,22
190,3710,ברכה,91,132,-41
310,746,ברכיה,32,37,-5
330,667,ברעם,13,7,6
310,141,ברק,12,17,-5
330,617,ברקאי,12,5,7
370,3654,ברקן,141,61,80
310,2038,ברקת,47,50,-3
350,1323,בת הדר,71,67,4
350,1361,בת חן,32,32,0
180,1319,בת חפר,142,183,-41
140,6200,בת ים,4028,5703,-1675
370,3794,בת עין,56,71,-15
310,33,בת שלמה,50,18,32
260,1292,ג'דיידה-מכר,176,188,-12
280,485,ג'ולס,23,33,-10
280,627,ג'לג'וליה,66,91,-25
270,541,ג'סר א-זרקא,44,137,-93
290,487,ג'ש (גוש חלב),36,25,11
270,628,ג'ת,209,98,111
310,872,גאולי תימן,8,9,-1
310,379,גאולים,26,43,-17
310,853,גאליה,67,65,2
330,352,גבולות,21,19,2
330,424,גבים,67,24,43
330,86,גבע,12,18,-6
180,3763,גבע בנימין,289,254,35
310,683,גבע כרמל,70,30,40
310,2014,גבעולים,8,18,-10
370,3644,גבעון החדשה,68,107,-39
370,1344,גבעות בר,106,12,94
190,1293,גבעת אבני,86,109,-23
370,1288,גבעת אלה,131,87,44
193,147,גבעת ברנר,40,73,-33
330,870,גבעת השלושה,19,24,-5
170,3730,גבעת זאב,1489,905,584
310,207,"גבעת ח""ן",8,25,-17
330,2018,גבעת חיים (איחוד),39,16,23
330,173,גבעת חיים (מאוחד),29,20,9
310,4021,גבעת יואב,51,30,21
310,787,גבעת יערים,61,72,-11
310,919,גבעת ישעיהו,35,28,7
310,802,"גבעת כ""ח",70,65,5
310,360,"גבעת ניל""י",34,36,-2
330,703,גבעת עוז,6,18,-12
160,681,גבעת שמואל,1130,1174,-44
340,566,גבעת שמש,1,1,0
310,1077,גבעת שפירא,8,18,-10
310,793,גבעתי,35,41,-6
150,6300,גבעתיים,3702,3829,-127
330,342,גברעם,14,36,-22
330,133,גבת,40,8,32
330,35,גדות,23,18,5
310,145,גדיש,20,11,9
350,442,גדעונה,51,21,30
160,2550,גדרה,915,834,81
330,852,גונן,16,37,-21
310,755,גורן,18,29,-11
350,1219,גורנות הגליל,20,12,8
330,457,גזית,32,12,20
330,370,גזר,13,12,1
310,706,גיאה,33,36,-3
350,196,גיבתון,28,15,13
350,1043,גיזו,2,7,-5
370,1204,גילון,20,47,-27
310,736,גילת,68,37,31
330,262,גינוסר,32,9,23
330,92,גיניגר,41,29,12
310,863,גינתון,53,46,7
370,1206,גיתה,5,2,3
310,3613,גיתית,11,8,3
330,393,גלאון,24,13,11
330,3606,גלגל,4,1,3
330,346,גליל ים,10,8,2
330,369,גלעד (אבן יצחק),18,8,10
310,745,גמזו,52,50,2
310,1072,גן הדרום,10,12,-2
310,225,גן השומרון,42,44,-2
310,239,גן חיים,25,55,-30
310,734,גן יאשיה,37,30,7
160,166,גן יבנה,1132,731,401
190,1274,גן נר,119,129,-10
310,311,גן שורק,11,9,2
330,144,גן שלמה,11,10,1
330,72,גן שמואל,17,14,3
310,836,גנות,20,22,-2
350,549,גנות הדר,55,22,33
350,1103,גני הדר,6,17,-11
370,1371,גני טל,65,24,41
310,862,גני יוחנן,31,41,-10
190,3823,גני מודיעין,202,5,197
350,218,גני עם,16,20,-4
170,229,גני תקווה,850,680,170
330,842,געש,12,0,12
330,463,געתון,42,15,27
310,39,גפן,19,25,-6
330,1129,גרופית,13,34,-21
330,4022,גשור,20,16,4
330,305,גשר,30,44,-14
330,574,גשר הזיו,52,68,-16
350,128,גת רימון,9,12,-3
270,494,דאלית אל-כרמל,91,97,-6
310,146,דבורה,28,21,7
280,489,דבורייה,66,79,-13
330,849,דבירה,70,30,40
330,407,דברת,92,19,73
330,62,דגניה א',29,14,15
330,79,דגניה ב',12,15,-3
310,1067,"דוב""ב",11,13,-2
370,3747,דולב,42,68,-26
310,738,דור,25,19,6
330,336,דורות,31,12,19
450,475,דחי,5,12,-7
270,490,דייר אל-אסד,70,95,-25
280,492,דייר חנא,83,80,3
440,493,דייר ראפאת,1,1,0
160,2200,דימונה,573,949,-376
310,2063,דישון,13,19,-6
330,300,דלייה,22,13,9
310,431,דלתון,14,17,-3
450,1317,דמיידה,14,1,13
330,303,דן,53,26,27
330,302,דפנה,52,32,20
310,1241,דקל,21,16,5
450,1349,דריג'את,6,3,3
330,702,האון,4,6,-2
320,675,הבונים,21,20,1
330,356,הגושרים,52,37,15
310,191,הדר עם,44,35,9
150,9700,הוד השרון,3567,1697,1870
340,1322,הודיות,17,9,8
310,726,הודייה,25,37,-12
370,1186,הושעיה,59,71,-12
330,250,הזורע,32,23,9
310,307,הזורעים,37,27,10
330,434,החותרים,45,14,31
310,684,היוגב,22,31,-9
370,1208,הילה,24,31,-7
330,377,המעפיל,55,25,30
330,677,הסוללים,60,31,29
330,423,העוגן,19,18,1
190,3769,הר אדר,206,164,42
370,3603,הר גילה,93,67,26
330,1261,הר עמשא,6,22,-16
330,464,הראל,7,7,0
330,1249,הרדוף,41,11,30
150,6400,הרצלייה,3717,3775,-58
370,1203,הררית,36,4,32
310,3639,ורד יריחו,21,12,9
350,1133,ורדון,26,12,14
310,815,זבדיאל,14,17,-3
310,44,זוהר,20,14,6
330,584,זיקים,29,35,-6
310,788,זיתן,23,65,-42
160,9300,זכרון יעקב,1015,752,263
310,799,זכריה,36,47,-11
280,1290,זמר,63,66,-3
310,1065,זמרת,43,12,31
310,816,זנוח,56,37,19
310,2064,זרועה,24,15,9
280,975,זרזיר,60,52,8
310,818,זרחיה,9,20,-11
450,1321,ח'ואלד,26,3,23
310,235,חבצלת השרון,35,27,8
350,1110,חבר,38,16,22
310,717,חגור,63,47,16
370,3764,חגי,42,24,18
310,205,חגלה,24,30,-6
370,4026,חד-נס,68,64,4
310,618,חדיד,45,36,9
150,6500,חדרה,2962,2188,774
330,160,חולדה,53,16,37
140,6600,חולון,5100,5893,-793
330,1239,חולית,29,20,9
330,253,חולתה,41,20,21
310,662,חוסן,75,31,44
450,1332,חוסנייה,17,9,8
350,115,חופית,45,43,2
330,374,חוקוק,34,66,-32
270,1303,חורה,124,70,54
280,496,חורפיש,34,43,-9
330,355,חורשים,14,11,3
310,1047,חזון,16,15,1
310,219,חיבת ציון,47,38,9
370,3643,חיננית,69,128,-59
130,4000,חיפה,7302,9353,-2051
310,162,חירות,30,55,-25
370,1272,חלוץ,23,25,-2
370,3573,חלמיש,34,77,-43
310,820,חלץ,8,24,-16
450,993,חמאם,20,11,9
310,801,חמד,33,51,-18
330,343,חמדיה,31,20,11
370,3646,חמדת,21,2,19
310,3609,חמרה,1,2,-1
310,807,חניאל,50,64,-14
330,280,חניתה,26,23,3
330,1257,חנתון,63,22,41
370,4005,חספין,51,57,-6
330,363,חפץ חיים,29,18,11
330,90,חפצי-בה,89,5,84
310,700,חצב,56,53,3
310,13,חצבה,15,27,-12
330,406,חצור-אשדוד,31,10,21
180,2034,חצור הגלילית,226,372,-146
330,397,חצרים,21,18,3
310,422,חרב לאת,61,82,-21
350,1024,חרוצים,62,49,13
350,1247,חריש,66,260,-194
370,3717,חרמש,27,11,16
370,1209,חרשים,18,15,3
190,3770,חשמונאים,208,184,24
160,6700,טבריה,1331,1567,-236
280,962,טובא-זנגרייה,46,51,-5
270,498,טורעאן,86,90,-4
260,2730,טייבה,183,134,49
450,497,טייבה (בעמק),20,21,-1
260,2720,טירה,168,119,49
310,663,טירת יהודה,36,44,-8
170,2100,טירת כרמל,706,418,288
330,268,טירת צבי,52,40,12
370,1181,טל-אל,67,39,28
310,462,טל שחר,89,56,33
330,1177,טללים,105,4,101
190,3788,טלמון,190,94,96
260,8900,טמרה,164,123,41
450,547,טמרה (יזרעאל),23,15,8
370,3743,טנא,29,50,-21
310,1214,טפחות,3,16,-13
280,1295,יאנוח-ג'ת,37,52,-15
310,1232,יבול,17,35,-18
190,46,יבנאל,115,173,-58
160,2660,יבנה,2909,1137,1772
330,96,יגור,23,52,-29
310,798,יגל,55,42,13
190,577,יד בנימין,182,186,-4
320,1134,יד השמונה,6,0,6
330,758,יד חנה,68,32,36
330,358,יד מרדכי,22,35,-13
310,775,יד נתן,40,12,28
310,64,"יד רמב""ם",49,58,-9
160,9400,יהוד,1231,979,252
330,1158,יהל,29,24,5
310,2009,יובל,17,48,-31
370,1226,יובלים,60,40,20
320,1112,יודפת,39,12,27
320,4007,יונתן,33,14,19
310,803,יושיביה,59,31,28
330,452,יזרעאל,34,25,9
330,409,יחיעם,66,24,42
330,866,יטבתה,13,10,3
320,3607,"ייט""ב",22,10,12
310,811,יכיני,52,41,11
310,753,ינוב,42,36,6
310,2011,ינון,38,38,0
350,29,יסוד המעלה,90,96,-6
320,440,יסודות,9,24,-15
330,575,יסעור,69,10,59
310,1138,יעד,21,28,-7
350,1044,יעף,30,6,24
310,795,יערה,74,17,57
270,499,יפיע,171,241,-70
310,3566,יפית,10,5,5
330,134,יפעת,60,34,26
330,453,יפתח,28,25,3
370,3749,יצהר,84,31,53
310,759,יציץ,28,47,-19
330,417,יקום,12,2,10
370,3647,יקיר,50,85,-35
310,241,יקנעם (מושבה),41,59,-18
160,240,יקנעם עילית,769,609,160
330,623,יראון,6,34,-28
310,2026,ירדנה,5,29,-24
180,831,ירוחם,351,457,-106
120,3000,ירושלים,10275,18126,-7851
310,718,ירחיב,59,37,22
270,502,ירכא,63,56,7
310,183,ירקונה,8,22,-14
310,916,ישע,10,19,-9
310,805,ישעי,50,44,6
310,828,ישרש,36,48,-12
310,1227,יתד,42,49,-7
270,504,כאבול,59,76,-17
290,505,כאוכב אבו אל-היג'א,37,27,10
330,576,כברי,45,34,11
340,371,כדורי,7,26,-19
370,1338,כדיתה,21,14,7
370,3564,כוכב השחר,128,78,50
180,1224,כוכב יאיר,292,451,-159
180,3779,כוכב יעקב,370,345,25
310,824,כוכב מיכאל,53,54,-1
350,1252,כורזים,17,29,-12
310,1210,כחל,45,21,24
450,1367,כחלה,6,1,5
330,840,כיסופים,11,9,2
330,1153,כישור,4,1,3
370,1183,כליל,41,18,23
310,1229,כלנית,6,13,-7
450,1331,כמאנה,19,19,0
310,1291,כמהין,10,8,2
370,1201,כמון,39,38,1
340,2006,כנות,3,6,-3
310,4028,כנף,29,2,27
350,63,כנרת (מושבה),26,32,-6
330,57,כנרת (קבוצה),15,24,-9
270,1059,כסיפה,86,165,-79
310,859,כסלון,10,30,-20
280,1296,כסרא-סמיע,51,60,-9
290,978,כעביה-טבאש-חג'אג'רה,56,65,-9
310,857,כפר אביב,42,25,17
190,3638,כפר אדומים,196,130,66
310,364,כפר אוריה,53,36,17
310,690,כפר אחים,35,47,-12
310,220,כפר ביאליק,37,31,6
310,177,"כפר ביל""ו",39,49,-10
330,357,כפר בלום,57,16,41
310,2010,כפר בן נון,36,53,-17
290,633,כפר ברא,30,31,-1
310,132,כפר ברוך,19,27,-8
310,106,כפר גדעון,27,28,-1
340,427,כפר גלים,9,12,-3
330,310,כפר גליקסון,5,16,-11
330,76,כפר גלעדי,22,15,7
320,707,כפר דניאל,27,29,-2
190,3796,כפר האורנים,82,76,6
330,192,כפר החורש,47,21,26
330,254,כפר המכבי,23,13,10
310,582,כפר הנגיד,39,55,-16
340,890,כפר הנוער הדתי,5,6,-1
330,443,כפר הנשיא,23,22,1
310,187,כפר הס,53,41,12
310,217,"כפר הרא""ה",25,49,-24
310,888,"כפר הרי""ף",50,28,22
191,190,כפר ויתקין,92,125,-33
310,320,כפר ורבורג,83,36,47
180,1263,כפר ורדים,273,322,-49
340,1325,כפר זוהרים,14,0,14
310,786,כפר זיתים,44,15,29
180,696,"כפר חב""ד",172,190,-18
310,609,כפר חושן,23,21,2
320,255,כפר חיטים,43,18,25
310,193,כפר חיים,18,29,-11
370,1297,כפר חנניה,38,37,1
310,112,כפר חסידים א',46,37,9
350,889,כפר חסידים ב',19,510,-491
330,4004,כפר חרוב,19,11,8
310,673,כפר טרומן,47,50,-3
280,507,כפר יאסיף,166,112,54
310,233,כפר ידידיה,36,41,-5
310,140,כפר יהושע,49,34,15
160,168,כפר יונה,855,782,73
310,85,כפר יחזקאל,58,38,20
310,170,כפר יעבץ,39,53,-14
290,508,כפר כמא,16,14,2
260,509,כפר כנא,114,156,-42
310,387,כפר מונש,32,53,-21
310,1095,כפר מימון,24,21,3
310,98,"כפר מל""ל",9,22,-13
270,510,כפר מנדא,76,102,-26
330,297,כפר מסריק,34,14,20
290,512,כפר מצר,9,19,-10
310,764,כפר מרדכי,64,40,24
310,316,כפר נטר,67,81,-14
330,345,כפר סאלד,28,18,10
150,6900,כפר סבא,4708,3015,1693
340,107,כפר סילבר,8,26,-18
310,249,כפר סירקין,79,39,40
330,845,כפר עזה,43,38,5
330,3488,כפר עציון,22,25,-3
310,189,כפר פינס,2,29,-27
260,634,כפר קאסם,109,74,35
310,388,כפר קיש,31,18,13
270,654,כפר קרע,155,153,2
330,579,כפר ראש הנקרה,47,47,0
310,1130,כפר רוזנואלד (זרעית),12,6,6
330,295,כפר רופין,21,44,-23
310,1166,כפר רות,8,11,-3
310,605,כפר שמאי,33,17,16
310,743,כפר שמואל,45,26,19
350,267,כפר שמריהו,111,106,5
190,47,כפר תבור,323,155,168
370,3572,כפר תפוח,88,49,39
370,1285,כרכום,11,21,-10
310,664,כרם בן זמרה,16,19,-3
350,88,כרם בן שמן,4,5,-1
340,1094,כרם יבנה (ישיבה),16,40,-24
310,580,"כרם מהר""ל",38,50,-12
330,1085,כרם שלום,14,17,-3
350,1264,כרמי יוסף,70,86,-16
370,3766,כרמי צור,29,58,-29
160,1139,כרמיאל,1166,1691,-525
330,768,כרמייה,47,56,-9
330,1198,כרמים,74,1,73
320,3656,כרמל,18,42,-24
350,1207,לבון,30,5,25
330,585,לביא,14,25,-11
310,1230,לבנים,38,36,2
330,2023,להב,30,34,-4
330,380,להבות הבשן,64,49,15
330,715,להבות חביבה,37,18,19
180,1271,להבים,290,247,43
150,7000,לוד,1689,2446,-757
310,52,לוזית,52,32,20
330,595,לוחמי הגיטאות,71,15,56
330,1171,לוטם,63,36,27
330,1255,לוטן,18,32,-14
310,674,לימן,75,36,39
310,24,לכיש,23,12,11
190,1310,לפיד,114,96,18
310,1173,לפידות,12,12,0
270,1060,לקיה,141,61,80
310,2055,מאור,83,54,29
340,102,מאיר שפיה,5,26,-21
320,771,מבוא ביתר,94,26,68
370,3569,מבוא דותן,41,19,22
192,3709,מבוא חורון,83,68,15
330,4204,מבוא חמה,28,13,15
370,1141,מבוא מודיעים,13,9,4
340,1318,מבואות ים,0,7,-7
350,1080,מבועים,56,66,-10
310,829,מבטחים,31,15,16
310,573,מבקיעים,23,14,9
160,1015,מבשרת ציון,872,1201,-329
270,516,מג'ד אל-כרום,61,109,-48
270,4201,מג'דל שמס,82,57,25
260,481,מגאר,141,183,-42
310,689,מגדים,46,74,-28
350,65,מגדל,88,90,-2
160,874,מגדל העמק,660,786,-126
330,3561,מגדל עוז,42,46,-4
370,3751,מגדלים,73,12,61
330,586,מגידו,19,13,6
330,375,מגל,27,20,7
330,695,מגן,22,24,-2
310,1155,מגן שאול,31,3,28
310,722,מגשימים,41,37,4
310,2029,מדרך עוז,40,19,21
350,1140,מדרשת בן גוריון,143,103,40
340,897,מדרשת רופין,4,6,-2
150,1200,מודיעין-מכבים-רעות*,2739,2514,225
150,3797,מודיעין עילית,1434,1538,-104
450,1360,מולדה*,29,0,29
320,269,מולדת,41,27,14
350,208,מוצא עילית,36,42,-6
290,635,מוקייבלה,50,23,27
330,1163,מורן,20,31,-11
370,1178,מורשת,63,38,25
310,606,מזור,33,65,-32
170,28,מזכרת בתיה,993,341,652
330,104,מזרע,31,19,12
290,517,מזרעה,33,62,-29
310,3599,מחולה,31,34,-3
350,1196,מחנה יתיר,3,11,-8
330,308,מחניים,82,25,57
310,776,מחסיה,24,22,2
350,43,מטולה,126,126,0
310,822,מטע,62,46,16
320,1128,מי עמי,7,1,6
310,2054,מיטב,21,27,-6
450,649,מייסר,22,27,-5
330,4019,מיצר,14,2,12
330,1282,מירב,18,11,7
310,607,מירון,38,61,-23
310,731,מישר,39,43,-4
180,1268,מיתר,419,282,137
310,3614,מכורה,10,7,3
450,1343,מכחול,26,0,26
310,382,מכמורת,82,65,17
370,1202,מכמנים,52,29,23
310,164,מלאה,17,4,13
310,2044,מלילות,24,7,17
330,596,מלכייה,43,37,6
340,1154,מלכישוע,2,1,1
310,2030,מנוחה,15,17,-2
310,1174,מנוף,41,16,25
310,1205,מנות,35,21,14
350,48,מנחמיה,43,64,-21
330,347,מנרה,17,37,-20
450,994,מנשית זבדה,17,12,5
370,1258,מסד,35,23,12
330,263,מסדה,25,29,-4
330,298,מסילות,2,30,-28
310,742,מסילת ציון,54,49,5
310,748,מסלול,55,28,27
290,4203,מסעדה,36,30,6
330,197,מעברות,17,11,6
350,1082,מעגלים,98,101,-3
330,678,מעגן,10,13,-3
330,694,מעגן מיכאל,38,59,-21
330,272,מעוז חיים,21,30,-9
320,3657,מעון,14,19,-5
310,570,מעונה,77,34,43
330,416,מעיין ברוך,52,44,8
330,290,מעיין צבי,29,17,12
290,518,מעיליא,33,31,2
160,3616,מעלה אדומים,962,1464,-502
350,3608,מעלה אפרים,88,72,16
330,1127,מעלה גלבוע,52,25,27
310,4008,מעלה גמלא,49,12,37
330,286,מעלה החמישה,63,13,50
370,3752,מעלה לבונה,16,36,-20
370,3651,מעלה מכמש,60,77,-17
270,1327,מעלה עירון,96,132,-36
370,3653,מעלה עמוס,37,24,13
370,3637,מעלה שומרון,79,56,23
160,1063,מעלות-תרשיחא,604,811,-207
330,344,מענית,29,26,3
310,230,מעש,58,65,-7
330,668,מפלסים,47,30,17
320,3745,מצדות יהודה,2,24,-22
330,325,מצובה,37,23,14
310,757,מצליח,49,50,-1
350,58,מצפה,8,11,-3
370,1222,"מצפה אבי""ב",71,19,52
370,1370,מצפה אילן,1,0,1
190,3576,מצפה יריחו,64,126,-62
370,1190,מצפה נטופה,17,41,-24
190,99,מצפה רמון,300,442,-142
330,3610,מצפה שלם,9,9,0
330,648,מצר,27,34,-7
340,22,מקווה ישראל,12,20,-8
310,843,מרגליות,14,15,-1
330,4101,מרום גולן,18,8,10
370,1340,מרחב עם,30,1,29
310,97,מרחביה (מושב),42,26,16
330,66,מרחביה (קיבוץ),35,159,-124
190,1098,מרכז שפירא,58,151,-93
330,421,משאבי שדה,14,80,-66
310,765,משגב דב,24,39,-15
330,378,משגב עם,34,24,10
280,520,משהד,43,87,-44
310,3605,משואה,5,5,0
320,620,משואות יצחק,22,19,3
370,3785,משכיות,12,10,2
310,670,משמר איילון,39,29,10
330,563,משמר דוד,97,23,74
310,732,משמר הירדן,45,27,18
330,395,משמר הנגב,47,17,30
330,130,משמר העמק,15,35,-20
310,729,משמר השבעה,59,56,3
330,194,משמר השרון,15,24,-9
330,213,משמרות,71,8,63
310,425,משמרת,31,47,-16
310,791,משען,26,38,-12
190,1315,מתן,75,82,-7
370,1184,מתת,16,10,6
320,3648,מתתיהו,55,21,34
310,4551,נאות גולן,38,16,22
310,1124,נאות הכיכר,6,14,-8
330,408,נאות מרדכי,27,39,-12
330,1197,נאות סמדר,17,10,7
290,524,נאעורה,16,14,2
330,315,נגבה,47,21,26
370,3724,נגוהות,11,7,4
350,309,נהורה,29,57,-28
310,80,נהלל,42,62,-20
150,9100,נהרייה,1959,2013,-54
310,4304,נוב,32,25,7
310,55,נוגה,26,25,1
310,1366,נווה,65,30,35
340,926,נווה אבות,0,1,-1
330,590,נווה אור,26,17,9
310,4303,"נווה אטי""ב",8,18,-10
320,405,נווה אילן,70,32,38
330,296,נווה איתן,8,39,-31
190,3725,נווה דניאל,73,77,-4
350,1057,נווה זוהר,1,6,-5
370,1314,נווה זיו,106,40,66
330,1279,נווה חריף,7,13,-6
330,312,נווה ים,10,1,9
310,686,נווה ימין,90,93,-3
310,858,נווה ירק,66,100,-34
310,827,נווה מבטח,36,29,7
310,1071,נווה מיכאל,36,29,7
350,1259,נווה שלום,24,9,15
310,15,נועם,16,14,2
190,1333,נוף איילון,80,103,-23
350,3790,נופים,116,30,86
